locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGBMBALL_00131	CDS	2100	xynA1_1	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
AGBMBALL_00132	CDS	2457		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
AGBMBALL_00133	CDS	921	rbsK_1	2.7.1.15	COG0524	Ribokinase
AGBMBALL_00134	CDS	2331	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
AGBMBALL_00135	CDS	2148	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AGBMBALL_00136	CDS	615				putative HTH-type transcriptional regulator
AGBMBALL_00137	CDS	1317	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
AGBMBALL_00138	CDS	1341	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AGBMBALL_00139	CDS	975				hypothetical protein
AGBMBALL_00140	CDS	969	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
AGBMBALL_00141	CDS	408				hypothetical protein
AGBMBALL_00142	CDS	852	tipA			HTH-type transcriptional activator TipA
AGBMBALL_00143	CDS	1074			COG1680	putative protein
AGBMBALL_00144	CDS	1251		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
AGBMBALL_00145	CDS	1308	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
AGBMBALL_00146	CDS	726	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
AGBMBALL_00147	CDS	270	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
AGBMBALL_00148	CDS	735				hypothetical protein
AGBMBALL_00149	CDS	576	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AGBMBALL_00150	CDS	918	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AGBMBALL_00151	CDS	1374	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AGBMBALL_00152	CDS	840	polA_1	2.7.7.7	COG0258	DNA polymerase I, thermostable
AGBMBALL_00153	CDS	864	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
AGBMBALL_00154	CDS	444	rplM		COG0102	50S ribosomal protein L13
AGBMBALL_00155	CDS	510	rpsI		COG0103	30S ribosomal protein S9
AGBMBALL_00156	CDS	729				hypothetical protein
AGBMBALL_00157	CDS	789	drrB			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
AGBMBALL_00158	CDS	576	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
AGBMBALL_00159	CDS	462				hypothetical protein
AGBMBALL_00160	CDS	240	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
AGBMBALL_00161	CDS	309	nrdI_1		COG1780	Protein NrdI
AGBMBALL_00162	CDS	969	nrdF2_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
AGBMBALL_00163	CDS	573	chrR	1.6.5.2	COG0431	Quinone reductase
AGBMBALL_00164	CDS	1419	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
AGBMBALL_00165	CDS	1086				hypothetical protein
AGBMBALL_00166	CDS	558				hypothetical protein
AGBMBALL_00167	CDS	708				hypothetical protein
AGBMBALL_00168	CDS	1377	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
AGBMBALL_00169	CDS	1209	doeA	3.5.4.44	COG0006	Ectoine hydrolase
AGBMBALL_00170	CDS	1260	ectB_1	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate transaminase
AGBMBALL_00171	CDS	621				hypothetical protein
AGBMBALL_00172	CDS	2196	ydgH		COG2409	Putative membrane protein YdgH
AGBMBALL_00173	CDS	885	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
AGBMBALL_00174	CDS	933	yghA_1	1.-.-.-		putative oxidoreductase YghA
AGBMBALL_00175	CDS	630	narL		COG2197	putative transcriptional regulatory protein NarL
AGBMBALL_00176	CDS	1152	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
AGBMBALL_00177	CDS	1194	mdoC	2.1.-.-		Glucans biosynthesis protein C
AGBMBALL_00178	CDS	894	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
AGBMBALL_00179	CDS	945	sugA_1		COG1175	Trehalose transport system permease protein SugA
AGBMBALL_00180	CDS	1455				hypothetical protein
AGBMBALL_00181	CDS	648				hypothetical protein
AGBMBALL_00182	CDS	474	nudC_1	3.6.1.22		NADH pyrophosphatase
AGBMBALL_00183	CDS	291				hypothetical protein
AGBMBALL_00184	CDS	2262	der		COG1160	GTPase Der
AGBMBALL_00185	CDS	1110	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
AGBMBALL_00186	CDS	879		5.4.99.-	COG1187	putative RNA pseudouridine synthase
AGBMBALL_00187	CDS	873			COG1192	putative protein
AGBMBALL_00188	CDS	999	xerD		COG4974	Tyrosine recombinase XerD
AGBMBALL_00189	CDS	954	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
AGBMBALL_00190	CDS	2097	tkt_1	2.2.1.1	COG0021	Transketolase
AGBMBALL_00191	CDS	1113	tal	2.2.1.2	COG0176	Transaldolase
AGBMBALL_00192	CDS	1563	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
AGBMBALL_00193	CDS	1716	pgl_2	3.1.1.31	COG0363	6-phosphogluconolactonase
AGBMBALL_00194	CDS	249	secG		COG1314	putative protein-export membrane protein SecG
AGBMBALL_00195	CDS	774	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
AGBMBALL_00196	CDS	1203	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
AGBMBALL_00197	CDS	1005	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
AGBMBALL_00198	CDS	999	whiA		COG1481	Putative sporulation transcription regulator WhiA
AGBMBALL_00199	CDS	1035			COG0391	Putative gluconeogenesis factor
AGBMBALL_00200	CDS	897			COG1660	Nucleotide-binding protein
AGBMBALL_00201	CDS	1941	uvrC		COG0322	UvrABC system protein C
AGBMBALL_00202	CDS	2868	uvrA_1		COG0178	UvrABC system protein A
AGBMBALL_00203	CDS	690	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
AGBMBALL_00204	CDS	1743	polA_2	2.7.7.7		DNA polymerase I, thermostable
AGBMBALL_00205	CDS	564				hypothetical protein
AGBMBALL_00206	CDS	501				hypothetical protein
AGBMBALL_00207	CDS	1716		3.6.3.-		Putative multidrug export ATP-binding/permease protein
AGBMBALL_00208	CDS	2106	uvrB		COG0556	UvrABC system protein B
AGBMBALL_00209	CDS	642	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
AGBMBALL_00210	CDS	972				hypothetical protein
AGBMBALL_00211	CDS	804	aroD	4.2.1.10		3-dehydroquinate dehydratase
AGBMBALL_00212	CDS	1083	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
AGBMBALL_00213	CDS	555	aroK	2.7.1.71	COG0703	Shikimate kinase
AGBMBALL_00214	CDS	1251	aroC	4.2.3.5	COG0082	Chorismate synthase
AGBMBALL_00215	CDS	780				hypothetical protein
AGBMBALL_00216	CDS	831	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
AGBMBALL_00217	CDS	1536	rpsA		COG0539	30S ribosomal protein S1
AGBMBALL_00218	CDS	2691	polA_3	2.7.7.7	COG0258	DNA polymerase I
AGBMBALL_00219	CDS	456	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
AGBMBALL_00220	CDS	1359				hypothetical protein
AGBMBALL_00221	CDS	651	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
AGBMBALL_00222	tRNA	85				tRNA-Leu(caa)
AGBMBALL_00223	CDS	1470	pyk	2.7.1.40	COG0469	Pyruvate kinase
AGBMBALL_00224	CDS	1479	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AGBMBALL_00225	CDS	4491	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
AGBMBALL_00226	CDS	930	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
AGBMBALL_00227	CDS	828	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
AGBMBALL_00228	CDS	1335	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
AGBMBALL_00229	CDS	834	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
AGBMBALL_00230	CDS	468				hypothetical protein
AGBMBALL_00231	CDS	249				hypothetical protein
AGBMBALL_00232	CDS	738				hypothetical protein
AGBMBALL_00233	CDS	1605	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
AGBMBALL_00234	CDS	414	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
AGBMBALL_00235	CDS	1209	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
AGBMBALL_00236	CDS	1275	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AGBMBALL_00237	CDS	366	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
AGBMBALL_00238	CDS	597	gmk	2.7.4.8	COG0194	Guanylate kinase
AGBMBALL_00239	CDS	327				hypothetical protein
AGBMBALL_00240	CDS	852	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AGBMBALL_00241	CDS	3357	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
AGBMBALL_00242	CDS	1245	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
AGBMBALL_00243	CDS	492				hypothetical protein
AGBMBALL_00244	CDS	1335	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
AGBMBALL_00245	CDS	957	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
AGBMBALL_00246	CDS	615	pyrR		COG2065	Bifunctional protein PyrR
AGBMBALL_00247	CDS	519	nusB		COG0781	Transcription antitermination protein NusB
AGBMBALL_00248	CDS	561	efp		COG0231	Elongation factor P
AGBMBALL_00249	CDS	630				hypothetical protein
AGBMBALL_00250	CDS	1605	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
AGBMBALL_00251	CDS	1116	ald	1.4.1.1	COG0686	Alanine dehydrogenase
AGBMBALL_00252	CDS	315				hypothetical protein
AGBMBALL_00253	CDS	681	argO		COG1279	Arginine exporter protein ArgO
AGBMBALL_00254	CDS	909			COG0583	putative HTH-type transcriptional regulator
AGBMBALL_00255	CDS	1620	rapA	3.6.4.-		RNA polymerase-associated protein RapA
AGBMBALL_00256	CDS	408				hypothetical protein
AGBMBALL_00257	CDS	123				hypothetical protein
AGBMBALL_00258	CDS	921	folP	2.5.1.15	COG0294	Dihydropteroate synthase
AGBMBALL_00259	CDS	1149	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
AGBMBALL_00260	CDS	1116	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
AGBMBALL_00261	CDS	636				hypothetical protein
AGBMBALL_00262	CDS	879	ripB	3.4.-.-	COG0791	Peptidoglycan endopeptidase RipB
AGBMBALL_00263	CDS	858	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
AGBMBALL_00264	CDS	1029	ssuA_1			Putative aliphatic sulfonates-binding protein
AGBMBALL_00265	CDS	867	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
AGBMBALL_00266	CDS	2160	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AGBMBALL_00267	CDS	1239	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
AGBMBALL_00268	CDS	1338	mgl_1	4.4.1.11	COG0626	L-methionine gamma-lyase
AGBMBALL_00269	CDS	519	yccU		COG1832	putative protein YccU
AGBMBALL_00270	CDS	357				hypothetical protein
AGBMBALL_00271	CDS	663				hypothetical protein
AGBMBALL_00272	CDS	879	ucpA_1	1.-.-.-		Oxidoreductase UcpA
AGBMBALL_00273	tRNA	75				tRNA-Met(cat)
AGBMBALL_00274	CDS	1812				hypothetical protein
AGBMBALL_00275	CDS	264				hypothetical protein
AGBMBALL_00276	CDS	1323	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
AGBMBALL_00277	CDS	1008	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AGBMBALL_00278	CDS	909				hypothetical protein
AGBMBALL_00279	CDS	999	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
AGBMBALL_00280	CDS	1221	hemH	4.99.1.1	COG0276	Ferrochelatase
AGBMBALL_00281	CDS	786			COG3253	putative protein/MSMEI_2713
AGBMBALL_00282	CDS	1500	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
AGBMBALL_00283	CDS	1266	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
AGBMBALL_00284	CDS	1512	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AGBMBALL_00285	CDS	399				hypothetical protein
AGBMBALL_00286	CDS	279				hypothetical protein
AGBMBALL_00287	CDS	2151	oatA_1	2.3.1.-		O-acetyltransferase OatA
AGBMBALL_00288	CDS	1308	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
AGBMBALL_00289	CDS	2004				hypothetical protein
AGBMBALL_00290	CDS	2385	oatA_2	2.3.1.-		O-acetyltransferase OatA
AGBMBALL_00291	CDS	1329	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
AGBMBALL_00292	CDS	753				hypothetical protein
AGBMBALL_00293	CDS	3003	lacZ	3.2.1.23		Beta-galactosidase
AGBMBALL_00294	CDS	258				Antitoxin VapB35
AGBMBALL_00295	CDS	2208	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AGBMBALL_00296	CDS	876				hypothetical protein
AGBMBALL_00297	CDS	825	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
AGBMBALL_00298	CDS	909	lacF_2			Lactose transport system permease protein LacF
AGBMBALL_00299	CDS	1323	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
AGBMBALL_00300	CDS	1404		5.3.1.29		Putative thiazole biosynthetic enzyme
AGBMBALL_00301	CDS	1008	deoR_1		COG2390	Deoxyribonucleoside regulator
AGBMBALL_00302	CDS	891	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
AGBMBALL_00303	CDS	903	ycjO_1		COG1175	Inner membrane ABC transporter permease protein YcjO
AGBMBALL_00304	CDS	1287				putative sugar-binding periplasmic protein
AGBMBALL_00305	CDS	1548				putative protein/MSMEI_1241
AGBMBALL_00306	CDS	384				DNA base-flipping protein
AGBMBALL_00307	CDS	1983	oatA_3	2.3.1.-		O-acetyltransferase OatA
AGBMBALL_00308	CDS	528				hypothetical protein
AGBMBALL_00309	CDS	660	cseB_1		COG0745	Transcriptional regulatory protein CseB
AGBMBALL_00310	CDS	1233	cseC	2.7.13.3	COG0642	Sensor protein CseC
AGBMBALL_00311	CDS	1134				hypothetical protein
AGBMBALL_00312	CDS	699				hypothetical protein
AGBMBALL_00313	CDS	1878				hypothetical protein
AGBMBALL_00314	CDS	1998	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
AGBMBALL_00315	CDS	948	tagG		COG1682	Teichoic acid translocation permease protein TagG
AGBMBALL_00316	CDS	864	tagH_1	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
AGBMBALL_00317	CDS	708	baiA1	1.1.1.395		3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
AGBMBALL_00318	CDS	687	ispD_1	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AGBMBALL_00319	CDS	1857	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
AGBMBALL_00320	CDS	1260				hypothetical protein
AGBMBALL_00321	CDS	1752	glfT2_1	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
AGBMBALL_00322	CDS	1593	cpsY_1	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
AGBMBALL_00323	CDS	3387	smc_1			Chromosome partition protein Smc
AGBMBALL_00324	CDS	1953				hypothetical protein
AGBMBALL_00325	CDS	621				hypothetical protein
AGBMBALL_00326	CDS	1410	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
AGBMBALL_00327	CDS	1071	iap_1	3.4.-.-	COG0791	putative endopeptidase p60
AGBMBALL_00328	tRNA	76				tRNA-Pro(cgg)
AGBMBALL_00329	CDS	939	ypbG_1		COG1408	putative protein YpbG
AGBMBALL_00330	CDS	2400	pbpF		COG0744	Penicillin-binding protein 1F
AGBMBALL_00331	CDS	303	whiB4			Transcriptional regulator WhiB4
AGBMBALL_00332	CDS	171				hypothetical protein
AGBMBALL_00333	CDS	582				hypothetical protein
AGBMBALL_00334	CDS	822	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
AGBMBALL_00335	CDS	678	crp			CRP-like cAMP-activated global transcriptional regulator
AGBMBALL_00336	CDS	693	pdg			Ultraviolet N-glycosylase/AP lyase
AGBMBALL_00337	CDS	702	nudL	3.6.1.-		putative Nudix hydrolase NudL
AGBMBALL_00338	CDS	387	csp		COG1278	Cold shock-like protein
AGBMBALL_00339	CDS	1425				putative protein
AGBMBALL_00340	CDS	1224	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
