locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFGBOHMA_00024	CDS	609	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
IFGBOHMA_00025	CDS	3552	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
IFGBOHMA_00026	CDS	3624	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
IFGBOHMA_00027	CDS	255	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
IFGBOHMA_00028	CDS	414	rpsL		COG0048	30S ribosomal protein S12
IFGBOHMA_00029	CDS	471	rpsG		COG0049	30S ribosomal protein S7
IFGBOHMA_00030	CDS	2091	fusA		COG0480	Elongation factor G
IFGBOHMA_00031	CDS	1188	tuf			Elongation factor Tu
IFGBOHMA_00032	CDS	1206	amaA_1	3.5.1.14		N-acyl-L-amino acid amidohydrolase
IFGBOHMA_00033	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
IFGBOHMA_00034	CDS	444				hypothetical protein
IFGBOHMA_00035	CDS	2895	epsJ_1	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
IFGBOHMA_00036	CDS	573	aaaT_1	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IFGBOHMA_00037	CDS	507				hypothetical protein
IFGBOHMA_00038	CDS	705	scoA	2.8.3.5	COG1788	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
IFGBOHMA_00039	CDS	648	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
IFGBOHMA_00040	CDS	777	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
IFGBOHMA_00041	CDS	420				hypothetical protein
IFGBOHMA_00042	CDS	963	arcB_1	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
IFGBOHMA_00043	CDS	885	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
IFGBOHMA_00044	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
IFGBOHMA_00045	CDS	597	isaB_1			Immunodominant staphylococcal antigen B
IFGBOHMA_00046	CDS	849	blaZ	3.5.2.6		Beta-lactamase
IFGBOHMA_00047	CDS	876	gltC_1			HTH-type transcriptional regulator GltC
IFGBOHMA_00048	CDS	945	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
IFGBOHMA_00049	CDS	618	kdgA		COG0800	KHG/KDPG aldolase
IFGBOHMA_00050	CDS	972	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
IFGBOHMA_00051	CDS	1038			COG1638	Solute-binding protein
IFGBOHMA_00052	CDS	510	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
IFGBOHMA_00053	CDS	1296	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IFGBOHMA_00054	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
IFGBOHMA_00055	CDS	1032	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
IFGBOHMA_00056	CDS	825	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
IFGBOHMA_00057	CDS	1722		3.6.3.-		Putative multidrug export ATP-binding/permease protein
IFGBOHMA_00058	CDS	1629	araB	2.7.1.16	COG1069	Ribulokinase
IFGBOHMA_00059	CDS	1224	mntH_1		COG1914	Divalent metal cation transporter MntH
IFGBOHMA_00060	CDS	945	speB	3.5.3.11	COG0010	Agmatinase
IFGBOHMA_00061	CDS	1245	gluD_1	1.4.1.2		NAD-specific glutamate dehydrogenase
IFGBOHMA_00062	CDS	1338	rocC		COG0833	Amino-acid permease RocC
IFGBOHMA_00063	CDS	903	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
IFGBOHMA_00064	CDS	1008	des	1.14.19.-	COG3239	Fatty acid desaturase
IFGBOHMA_00065	CDS	486				hypothetical protein
IFGBOHMA_00066	CDS	237				hypothetical protein
IFGBOHMA_00067	CDS	957				putative epimerase/dehydratase
IFGBOHMA_00068	CDS	1077	ilvE	2.6.1.42		putative branched-chain-amino-acid aminotransferase
IFGBOHMA_00069	CDS	984	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
IFGBOHMA_00070	CDS	741				hypothetical protein
IFGBOHMA_00071	CDS	324	lrpC		COG1522	HTH-type transcriptional regulator LrpC
IFGBOHMA_00072	CDS	762				hypothetical protein
IFGBOHMA_00073	CDS	315	isdG	1.14.99.3		Heme oxygenase (staphylobilin-producing)
IFGBOHMA_00074	CDS	822		3.-.-.-		putative hydrolase
IFGBOHMA_00075	CDS	354	hxlR		COG1733	HTH-type transcriptional activator HxlR
IFGBOHMA_00076	CDS	966		1.13.12.16	COG2070	Nitronate monooxygenase
IFGBOHMA_00077	CDS	612	frp	1.5.1.38		NADPH-flavin oxidoreductase
IFGBOHMA_00078	CDS	150				hypothetical protein
IFGBOHMA_00079	CDS	516				hypothetical protein
IFGBOHMA_00080	CDS	981	fabHB	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2
IFGBOHMA_00081	CDS	243				hypothetical protein
IFGBOHMA_00082	CDS	594				hypothetical protein
IFGBOHMA_00083	CDS	414				hypothetical protein
IFGBOHMA_00084	CDS	918	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IFGBOHMA_00085	CDS	819	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
IFGBOHMA_00086	CDS	933	ldh	1.1.1.27		L-lactate dehydrogenase
IFGBOHMA_00087	CDS	1866	manR_1		COG1762	Transcriptional regulator ManR
IFGBOHMA_00088	CDS	1965	manP		COG1299	PTS system mannose-specific EIIBCA component
IFGBOHMA_00089	CDS	936	manA_1	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
IFGBOHMA_00090	CDS	897	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
IFGBOHMA_00091	CDS	459				hypothetical protein
IFGBOHMA_00092	CDS	753	yjjP_1		COG2966	Inner membrane protein YjjP
IFGBOHMA_00093	CDS	1287	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
IFGBOHMA_00094	CDS	900	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
IFGBOHMA_00095	CDS	1146	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
IFGBOHMA_00096	CDS	471	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
IFGBOHMA_00097	CDS	1083				hypothetical protein
IFGBOHMA_00098	CDS	207				hypothetical protein
IFGBOHMA_00099	CDS	843	ureD1		COG0829	Urease accessory protein UreD
IFGBOHMA_00100	CDS	615	ureG			Urease accessory protein UreG
IFGBOHMA_00101	CDS	690	ureF		COG0830	Urease accessory protein UreF
IFGBOHMA_00102	CDS	453	ureE			Urease accessory protein UreE
IFGBOHMA_00103	CDS	1716	ureC	3.5.1.5		Urease subunit alpha
IFGBOHMA_00104	CDS	414	ureB	3.5.1.5	COG0832	Urease subunit beta
IFGBOHMA_00105	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
IFGBOHMA_00106	CDS	906			COG4413	Urea transporter
IFGBOHMA_00107	CDS	1479	gsiB		COG0747	Glutathione-binding protein GsiB
IFGBOHMA_00108	CDS	978	nikB		COG0601	Nickel transport system permease protein NikB
IFGBOHMA_00109	CDS	822	gsiD		COG1173	Glutathione transport system permease protein GsiD
IFGBOHMA_00110	CDS	780	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
IFGBOHMA_00111	CDS	690	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
IFGBOHMA_00112	CDS	918	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
IFGBOHMA_00113	CDS	1467	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
IFGBOHMA_00114	CDS	411				hypothetical protein
IFGBOHMA_00115	CDS	381				hypothetical protein
IFGBOHMA_00116	CDS	810	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
IFGBOHMA_00117	CDS	423				hypothetical protein
IFGBOHMA_00118	CDS	1065	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
IFGBOHMA_00119	CDS	858				hypothetical protein
IFGBOHMA_00120	CDS	234				hypothetical protein
IFGBOHMA_00121	CDS	972			COG2141	putative protein
IFGBOHMA_00122	CDS	795	gseA	3.4.21.19	COG3591	Glutamyl endopeptidase
IFGBOHMA_00123	CDS	564				hypothetical protein
IFGBOHMA_00124	CDS	939	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IFGBOHMA_00125	CDS	582	lytM_1	3.4.24.75	COG0739	Glycyl-glycine endopeptidase LytM
IFGBOHMA_00126	CDS	654	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
IFGBOHMA_00127	CDS	354				hypothetical protein
IFGBOHMA_00128	CDS	429				hypothetical protein
IFGBOHMA_00129	CDS	1044				hypothetical protein
IFGBOHMA_00130	CDS	738	isaA_1	3.2.-.-		putative transglycosylase IsaA
IFGBOHMA_00131	CDS	1158	bacF	2.6.1.-	COG0436	Transaminase BacF
IFGBOHMA_00132	CDS	1005	ldhD	1.1.1.28		D-lactate dehydrogenase
IFGBOHMA_00133	CDS	207	copZ		COG2608	Copper chaperone CopZ
IFGBOHMA_00134	CDS	2385	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
IFGBOHMA_00135	CDS	1452	dauA		COG0659	C4-dicarboxylic acid transporter DauA
IFGBOHMA_00136	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
IFGBOHMA_00137	CDS	1890	bceB		COG0577	Bacitracin export permease protein BceB
IFGBOHMA_00138	CDS	870	ydaD	1.-.-.-		General stress protein 39
IFGBOHMA_00139	CDS	630			COG1136	putative ABC transporter ATP-binding protein
IFGBOHMA_00140	CDS	312				hypothetical protein
IFGBOHMA_00141	CDS	1347				hypothetical protein
IFGBOHMA_00142	CDS	531				hypothetical protein
IFGBOHMA_00143	CDS	255				hypothetical protein
IFGBOHMA_00144	CDS	207				hypothetical protein
IFGBOHMA_00145	CDS	1422	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
IFGBOHMA_00146	CDS	1197				hypothetical protein
IFGBOHMA_00147	CDS	561		2.3.1.-	COG0110	Putative acetyltransferase
IFGBOHMA_00148	CDS	1017				hypothetical protein
IFGBOHMA_00149	CDS	786		4.2.1.-	COG4336	Putative hydro-lyase
IFGBOHMA_00150	CDS	1707	ectT			Ectoine/hydroxyectoine transporter
IFGBOHMA_00151	CDS	621				hypothetical protein
IFGBOHMA_00152	CDS	1071	icaC		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
IFGBOHMA_00153	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
IFGBOHMA_00154	CDS	552				hypothetical protein
IFGBOHMA_00155	CDS	2529	ydfJ		COG2409	Membrane protein YdfJ
IFGBOHMA_00156	CDS	1578	rhaS_1			HTH-type transcriptional activator RhaS
IFGBOHMA_00157	CDS	1389	norB_1			Quinolone resistance protein NorB
IFGBOHMA_00158	CDS	1176	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
IFGBOHMA_00159	CDS	465				hypothetical protein
IFGBOHMA_00160	CDS	693	ybbA		COG2819	putative protein YbbA
IFGBOHMA_00161	CDS	1206	norB_2		COG0477	Quinolone resistance protein NorB
IFGBOHMA_00162	CDS	300				hypothetical protein
IFGBOHMA_00163	CDS	534	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
IFGBOHMA_00164	CDS	1572	opuD_1		COG1292	Glycine betaine transporter OpuD
IFGBOHMA_00165	CDS	1170	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
IFGBOHMA_00166	CDS	1155		2.3.1.9		putative acetyl-CoA acyltransferase
IFGBOHMA_00167	CDS	1281	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
IFGBOHMA_00168	CDS	975		3.1.1.-	COG3386	Lactonase drp35
IFGBOHMA_00169	CDS	1473	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
IFGBOHMA_00170	CDS	876	cynR_1			HTH-type transcriptional regulator CynR
IFGBOHMA_00171	CDS	387	cidA		COG1380	Holin-like protein CidA
IFGBOHMA_00172	CDS	687	cidB		COG1346	Holin-like protein CidB
IFGBOHMA_00173	CDS	1743	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
IFGBOHMA_00174	CDS	369	cadC_1			Cadmium resistance transcriptional regulatory protein CadC
IFGBOHMA_00175	CDS	2175	cadA	3.6.3.3		Cadmium-transporting ATPase
IFGBOHMA_00176	CDS	1395				hypothetical protein
IFGBOHMA_00177	CDS	2088	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
IFGBOHMA_00178	CDS	405	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
IFGBOHMA_00179	CDS	522	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
IFGBOHMA_00180	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
IFGBOHMA_00181	CDS	327				hypothetical protein
IFGBOHMA_00182	CDS	120				hypothetical protein
IFGBOHMA_00183	CDS	333				hypothetical protein
IFGBOHMA_00184	CDS	195	aaaT_2	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IFGBOHMA_00185	CDS	975	lipR_1	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
IFGBOHMA_00186	CDS	1155	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
IFGBOHMA_00187	CDS	327				hypothetical protein
IFGBOHMA_00188	CDS	1158	capB			Capsule biosynthesis protein CapB
IFGBOHMA_00189	CDS	453	capC			Capsule biosynthesis protein CapC
IFGBOHMA_00190	CDS	1071	capA_1			Capsule biosynthesis protein CapA
IFGBOHMA_00191	CDS	159				hypothetical protein
IFGBOHMA_00192	CDS	1650	capD	2.3.2.-		Capsule biosynthesis protein CapD proenzyme
IFGBOHMA_00193	CDS	717	tarI_1	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase 1
IFGBOHMA_00194	CDS	1029	tarJ_1	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
IFGBOHMA_00195	CDS	1125	tarL_1	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
IFGBOHMA_00196	CDS	558	tarL_2	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarL
IFGBOHMA_00197	CDS	1302	epsJ_2	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
IFGBOHMA_00198	CDS	408				hypothetical protein
IFGBOHMA_00199	CDS	2091				hypothetical protein
IFGBOHMA_00200	CDS	264				hypothetical protein
IFGBOHMA_00201	CDS	675		3.8.1.2		2-haloalkanoic acid dehalogenase
IFGBOHMA_00202	CDS	504		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
IFGBOHMA_00203	CDS	600				hypothetical protein
IFGBOHMA_00204	CDS	669	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
IFGBOHMA_00205	CDS	798	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
IFGBOHMA_00206	CDS	873	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
IFGBOHMA_00207	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
IFGBOHMA_00208	CDS	1167	sglT			Sodium/glucose cotransporter
IFGBOHMA_00209	CDS	372				hypothetical protein
IFGBOHMA_00210	CDS	807	ybiV_2	3.1.3.23	COG0561	Sugar phosphatase YbiV
IFGBOHMA_00211	CDS	657		1.-.-.-		Putative NAD(P)H nitroreductase
IFGBOHMA_00212	CDS	813	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
IFGBOHMA_00213	CDS	546				hypothetical protein
IFGBOHMA_00214	CDS	1782	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
IFGBOHMA_00215	CDS	1764	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
IFGBOHMA_00216	CDS	279	yjdJ		COG2388	putative protein YjdJ
IFGBOHMA_00217	CDS	996	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
IFGBOHMA_00218	CDS	1425	aldA_1	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
IFGBOHMA_00219	CDS	435	mhqR		COG1846	HTH-type transcriptional regulator MhqR
IFGBOHMA_00220	CDS	957	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
IFGBOHMA_00221	CDS	900	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
IFGBOHMA_00222	CDS	594	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
IFGBOHMA_00223	CDS	1059				hypothetical protein
IFGBOHMA_00224	CDS	1800	nhaP			K(+)/H(+) antiporter NhaP
IFGBOHMA_00225	CDS	1953	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
IFGBOHMA_00226	CDS	1551	putP_1		COG0591	Sodium/proline symporter
IFGBOHMA_00227	CDS	285	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
IFGBOHMA_00228	CDS	699	aldC_1	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
IFGBOHMA_00229	CDS	1467	yccS		COG1289	Inner membrane protein YccS
IFGBOHMA_00230	CDS	504				hypothetical protein
IFGBOHMA_00231	CDS	1230				hypothetical protein
IFGBOHMA_00232	CDS	1173				hypothetical protein
IFGBOHMA_00233	CDS	414				hypothetical protein
IFGBOHMA_00234	CDS	696	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
IFGBOHMA_00235	CDS	681	rspR_1		COG1802	HTH-type transcriptional repressor RspR
IFGBOHMA_00236	CDS	1551	xylB_1	2.7.1.17	COG1070	Xylulose kinase
IFGBOHMA_00237	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
IFGBOHMA_00238	CDS	1152				hypothetical protein
IFGBOHMA_00239	CDS	1215	araC_1			Arabinose operon regulatory protein
IFGBOHMA_00240	CDS	1404	yjmB		COG2211	putative symporter YjmB
IFGBOHMA_00241	CDS	1794	uidA	3.2.1.31	COG3250	Beta-glucuronidase
IFGBOHMA_00242	CDS	1725	nag3	3.2.1.21	COG1472	Beta-N-acetylglucosaminidase/beta-glucosidase
IFGBOHMA_00243	CDS	846				hypothetical protein
IFGBOHMA_00244	CDS	186				hypothetical protein
IFGBOHMA_00245	CDS	270				hypothetical protein
IFGBOHMA_00246	CDS	705		1.-.-.-		putative oxidoreductase
IFGBOHMA_00247	CDS	501	mshD_1	2.3.1.189		Mycothiol acetyltransferase
IFGBOHMA_00248	CDS	369				hypothetical protein
IFGBOHMA_00249	CDS	936	fhuD_2		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
IFGBOHMA_00250	CDS	630	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
IFGBOHMA_00251	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IFGBOHMA_00252	CDS	705	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
IFGBOHMA_00253	CDS	576	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IFGBOHMA_00254	CDS	579	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
IFGBOHMA_00255	CDS	1005	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
IFGBOHMA_00256	CDS	1266	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
IFGBOHMA_00257	CDS	618	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
IFGBOHMA_00258	CDS	816	hisZ			ATP phosphoribosyltransferase regulatory subunit
IFGBOHMA_00259	CDS	1302	dsdA	4.3.1.18	COG3048	D-serine dehydratase
IFGBOHMA_00260	CDS	864				hypothetical protein
IFGBOHMA_00261	CDS	2166	ppk	2.7.4.1	COG0855	Polyphosphate kinase
IFGBOHMA_00262	CDS	1527	ppx	3.6.1.11	COG0248	Exopolyphosphatase
IFGBOHMA_00263	CDS	1542	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
IFGBOHMA_00264	CDS	1077	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IFGBOHMA_00265	CDS	519				hypothetical protein
IFGBOHMA_00266	CDS	1587	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
IFGBOHMA_00267	CDS	783				hypothetical protein
IFGBOHMA_00268	CDS	648	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
IFGBOHMA_00269	CDS	774	fetB		COG0390	putative iron export permease protein FetB
IFGBOHMA_00270	CDS	1173	pbuE_1		COG2814	Purine efflux pump PbuE
IFGBOHMA_00271	CDS	1374	yhdG_1		COG0531	putative amino acid permease YhdG
IFGBOHMA_00272	CDS	600				hypothetical protein
IFGBOHMA_00273	CDS	549	betI_1			HTH-type transcriptional regulator BetI
IFGBOHMA_00274	CDS	891	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
IFGBOHMA_00275	CDS	966	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
IFGBOHMA_00276	CDS	474	lcdH_3	1.1.1.108		L-carnitine dehydrogenase
IFGBOHMA_00277	CDS	1185	opuCA	3.6.3.32		Carnitine transport ATP-binding protein OpuCA
IFGBOHMA_00278	CDS	636	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
IFGBOHMA_00279	CDS	945	opuCC_1			Carnitine transport binding protein OpuCC
IFGBOHMA_00280	CDS	690	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
IFGBOHMA_00281	CDS	762		3.1.2.12	COG0627	S-formylglutathione hydrolase
IFGBOHMA_00282	CDS	1047	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
IFGBOHMA_00283	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
IFGBOHMA_00284	CDS	960	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
IFGBOHMA_00285	CDS	741	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
IFGBOHMA_00286	CDS	513				hypothetical protein
IFGBOHMA_00287	CDS	1620	rocB		COG4187	Protein RocB
IFGBOHMA_00288	CDS	441	yhaH_1		COG3152	Inner membrane protein YhaH
IFGBOHMA_00289	CDS	705				hypothetical protein
IFGBOHMA_00290	CDS	927				hypothetical protein
IFGBOHMA_00291	CDS	645	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
IFGBOHMA_00292	CDS	501	mshD_2	2.3.1.189		Mycothiol acetyltransferase
IFGBOHMA_00293	CDS	819	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IFGBOHMA_00294	CDS	240				hypothetical protein
IFGBOHMA_00295	CDS	465				hypothetical protein
IFGBOHMA_00296	CDS	1209	bcr_1			Bicyclomycin resistance protein
IFGBOHMA_00297	CDS	381				hypothetical protein
IFGBOHMA_00298	CDS	870	fieF		COG0053	Ferrous-iron efflux pump FieF
IFGBOHMA_00299	CDS	369	isaA_2	3.2.-.-		putative transglycosylase IsaA
IFGBOHMA_00300	CDS	687	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
IFGBOHMA_00301	CDS	774				hypothetical protein
IFGBOHMA_00302	CDS	696	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
IFGBOHMA_00303	CDS	105				hypothetical protein
IFGBOHMA_00304	CDS	1446	emrB_1			Multidrug export protein EmrB
IFGBOHMA_00305	CDS	333				hypothetical protein
IFGBOHMA_00306	CDS	369				hypothetical protein
IFGBOHMA_00307	CDS	609	bdbD		COG1651	Disulfide bond formation protein D
IFGBOHMA_00308	CDS	1545	zinT		COG3443	Metal-binding protein ZinT
IFGBOHMA_00309	CDS	516				hypothetical protein
IFGBOHMA_00310	CDS	774				hypothetical protein
IFGBOHMA_00311	CDS	339				hypothetical protein
IFGBOHMA_00312	CDS	594				hypothetical protein
IFGBOHMA_00313	CDS	474				hypothetical protein
IFGBOHMA_00314	CDS	177				hypothetical protein
IFGBOHMA_00315	CDS	1443	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
IFGBOHMA_00316	CDS	375	glcB		COG2190	PTS system glucoside-specific EIICBA component
IFGBOHMA_00317	CDS	1116	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
IFGBOHMA_00318	CDS	702	yydK		COG2188	putative HTH-type transcriptional regulator YydK
IFGBOHMA_00319	CDS	402	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
IFGBOHMA_00320	CDS	819	nirC		COG2116	Nitrite transporter NirC
IFGBOHMA_00321	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
IFGBOHMA_00322	CDS	354	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
IFGBOHMA_00323	CDS	363				hypothetical protein
IFGBOHMA_00324	CDS	465	sirC_1	1.3.1.76		Precorrin-2 dehydrogenase
IFGBOHMA_00325	CDS	2406	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
IFGBOHMA_00326	CDS	315	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
IFGBOHMA_00327	CDS	948	sumT_1	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
