locus_tag	ftype	length_bp	gene	EC_number	COG	product
HAJKDPKL_00249	CDS	762				hypothetical protein
HAJKDPKL_00250	CDS	327		2.8.1.-	COG0607	Sulfurtransferase
HAJKDPKL_00251	CDS	1350				hypothetical protein
HAJKDPKL_00252	CDS	954			COG1136	putative ABC transporter ATP-binding protein
HAJKDPKL_00253	CDS	786	pstB1	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 1
HAJKDPKL_00254	CDS	1164	pstA1		COG0581	Phosphate transport system permease protein PstA 1
HAJKDPKL_00255	CDS	1014	pstC2		COG0573	Phosphate transport system permease protein PstC 2
HAJKDPKL_00256	CDS	1131	pstS2		COG0226	Phosphate-binding protein PstS 2
HAJKDPKL_00257	CDS	864				hypothetical protein
HAJKDPKL_00258	CDS	945	mutT1	3.6.1.55	COG0406	putative 8-oxo-dGTP diphosphatase 1
HAJKDPKL_00259	CDS	993	mshD_1	2.3.1.189	COG0456	Mycothiol acetyltransferase
HAJKDPKL_00260	CDS	750				hypothetical protein
HAJKDPKL_00261	CDS	102				hypothetical protein
HAJKDPKL_00262	CDS	651				hypothetical protein
HAJKDPKL_00263	CDS	1122	gcvT_1	2.1.2.10		Aminomethyltransferase
HAJKDPKL_00264	CDS	444				hypothetical protein
HAJKDPKL_00265	CDS	1293			COG4129	putative protein
HAJKDPKL_00266	CDS	321				hypothetical protein
HAJKDPKL_00267	CDS	372	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
HAJKDPKL_00268	CDS	1026	fba	4.1.2.13		Fructose-bisphosphate aldolase
HAJKDPKL_00269	CDS	720	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
HAJKDPKL_00270	CDS	840	yqjA		COG0586	Inner membrane protein YqjA
HAJKDPKL_00271	CDS	924			COG2321	putative protein
HAJKDPKL_00272	CDS	600	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HAJKDPKL_00273	CDS	846	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HAJKDPKL_00274	CDS	801	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
HAJKDPKL_00275	CDS	1143				putative protein
HAJKDPKL_00276	CDS	1233			COG4962	Putative conjugal transfer protein
HAJKDPKL_00277	CDS	1098				hypothetical protein
HAJKDPKL_00278	CDS	201				hypothetical protein
HAJKDPKL_00279	CDS	396				hypothetical protein
HAJKDPKL_00280	CDS	324				hypothetical protein
HAJKDPKL_00281	CDS	2517	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
HAJKDPKL_00282	CDS	1701	rsmC_1	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
HAJKDPKL_00283	CDS	1164				hypothetical protein
HAJKDPKL_00284	CDS	2739	topA	5.99.1.2	COG0550	DNA topoisomerase 1
HAJKDPKL_00285	CDS	1347				hypothetical protein
HAJKDPKL_00286	CDS	1173	araP_2		COG1175	L-arabinose transport system permease protein AraP
HAJKDPKL_00287	CDS	855	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
HAJKDPKL_00288	CDS	1077	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
HAJKDPKL_00289	CDS	732	tmk	2.7.4.9		Thymidylate kinase
HAJKDPKL_00290	CDS	1224	dnaX_2	2.7.7.7	COG2812	DNA polymerase III subunit tau
HAJKDPKL_00291	CDS	1434				putative protein
HAJKDPKL_00292	CDS	387	csp		COG1278	Cold shock-like protein
HAJKDPKL_00293	CDS	702	nudL	3.6.1.-		putative Nudix hydrolase NudL
HAJKDPKL_00294	CDS	693	pdg			Ultraviolet N-glycosylase/AP lyase
HAJKDPKL_00295	CDS	678	crp			CRP-like cAMP-activated global transcriptional regulator
HAJKDPKL_00296	CDS	822	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
HAJKDPKL_00297	CDS	582				hypothetical protein
HAJKDPKL_00298	CDS	171				hypothetical protein
HAJKDPKL_00299	CDS	303	whiB4			Transcriptional regulator WhiB4
HAJKDPKL_00300	CDS	2400	pbpF		COG0744	Penicillin-binding protein 1F
HAJKDPKL_00301	CDS	939				hypothetical protein
HAJKDPKL_00302	tRNA	76				tRNA-Pro(cgg)
HAJKDPKL_00303	CDS	1071	iap_1	3.4.-.-	COG0791	putative endopeptidase p60
HAJKDPKL_00304	CDS	1410	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
HAJKDPKL_00305	CDS	621				hypothetical protein
HAJKDPKL_00306	CDS	1953				hypothetical protein
HAJKDPKL_00307	tRNA	89				tRNA-Ser(cga)
HAJKDPKL_00308	CDS	1593	cpsY_1	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
HAJKDPKL_00309	CDS	1806	glfT2_1	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
HAJKDPKL_00310	CDS	1260				hypothetical protein
HAJKDPKL_00311	CDS	1857	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
HAJKDPKL_00312	CDS	687	ispD_1	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
HAJKDPKL_00313	CDS	708	baiA1	1.1.1.395		3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
HAJKDPKL_00314	CDS	864	tagH_1	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
HAJKDPKL_00315	CDS	948	tagG		COG1682	Teichoic acid translocation permease protein TagG
HAJKDPKL_00316	CDS	1986	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
HAJKDPKL_00317	tRNA	76				tRNA-Gly(tcc)
HAJKDPKL_00318	CDS	441				hypothetical protein
HAJKDPKL_00319	CDS	357				hypothetical protein
HAJKDPKL_00320	CDS	150				hypothetical protein
HAJKDPKL_00321	CDS	255				hypothetical protein
HAJKDPKL_00322	CDS	1152				putative protein
HAJKDPKL_00323	CDS	1215	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
HAJKDPKL_00324	CDS	273	ptsH_1			Phosphocarrier protein HPr
HAJKDPKL_00325	CDS	678				hypothetical protein
HAJKDPKL_00326	CDS	1362	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
HAJKDPKL_00327	CDS	492	dps	1.16.-.-	COG0783	DNA protection during starvation protein
HAJKDPKL_00328	CDS	873				hypothetical protein
HAJKDPKL_00329	CDS	882	yqjI		COG1695	Transcriptional regulator YqjI
HAJKDPKL_00330	CDS	447			COG2166	putative SufE-like protein
HAJKDPKL_00331	CDS	906	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
HAJKDPKL_00332	CDS	423				hypothetical protein
HAJKDPKL_00333	CDS	1212	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
HAJKDPKL_00334	CDS	1062	ansA	3.5.1.1	COG0252	putative L-asparaginase
HAJKDPKL_00335	CDS	744				hypothetical protein
HAJKDPKL_00336	CDS	1260	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
HAJKDPKL_00337	CDS	1065				hypothetical protein
HAJKDPKL_00338	CDS	477				hypothetical protein
HAJKDPKL_00339	CDS	636				hypothetical protein
HAJKDPKL_00340	CDS	546				hypothetical protein
HAJKDPKL_00341	CDS	2574				hypothetical protein
HAJKDPKL_00342	CDS	552				hypothetical protein
HAJKDPKL_00343	CDS	861				hypothetical protein
HAJKDPKL_00344	CDS	654				hypothetical protein
HAJKDPKL_00345	CDS	540				hypothetical protein
