locus_tag	ftype	length_bp	gene	EC_number	COG	product
MOFHFCGN_00099	CDS	363	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
MOFHFCGN_00100	CDS	501				hypothetical protein
MOFHFCGN_00101	CDS	1068				hypothetical protein
MOFHFCGN_00102	CDS	1032	aes_1	3.1.1.-	COG0657	Acetyl esterase
MOFHFCGN_00103	CDS	507	aaaT_1	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
MOFHFCGN_00104	CDS	918				hypothetical protein
MOFHFCGN_00105	CDS	675	graR		COG0745	Response regulator protein GraR
MOFHFCGN_00106	CDS	1029	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
MOFHFCGN_00107	CDS	618				hypothetical protein
MOFHFCGN_00108	CDS	1008	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
MOFHFCGN_00109	CDS	813	sle1_1	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase sle1
MOFHFCGN_00110	CDS	660	yetJ		COG0670	putative protein YetJ
MOFHFCGN_00111	CDS	357	sarX		COG1846	HTH-type transcriptional regulator SarX
MOFHFCGN_00112	CDS	717				putative transcriptional regulatory protein
MOFHFCGN_00113	CDS	501				hypothetical protein
MOFHFCGN_00114	CDS	1113	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MOFHFCGN_00115	CDS	726				hypothetical protein
MOFHFCGN_00116	CDS	855	oxyR			Hydrogen peroxide-inducible genes activator
MOFHFCGN_00117	CDS	1209	setC			Sugar efflux transporter C
MOFHFCGN_00118	CDS	489				hypothetical protein
MOFHFCGN_00119	CDS	1161	ydhP_1		COG2814	Inner membrane transport protein YdhP
MOFHFCGN_00120	CDS	684				hypothetical protein
MOFHFCGN_00121	CDS	471				hypothetical protein
MOFHFCGN_00122	CDS	213				hypothetical protein
MOFHFCGN_00123	CDS	297				hypothetical protein
MOFHFCGN_00124	CDS	576				hypothetical protein
MOFHFCGN_00125	CDS	618	argO		COG1279	Arginine exporter protein ArgO
MOFHFCGN_00126	CDS	567	yvdD		COG1611	LOG family protein YvdD
MOFHFCGN_00127	CDS	465				hypothetical protein
MOFHFCGN_00128	CDS	702				hypothetical protein
MOFHFCGN_00129	CDS	876	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MOFHFCGN_00130	CDS	1632	cydD		COG4988	ATP-binding/permease protein CydD
MOFHFCGN_00131	CDS	1677		3.6.3.-		Putative multidrug export ATP-binding/permease protein
MOFHFCGN_00132	CDS	444	mgrA		COG1846	HTH-type transcriptional regulator MgrA
MOFHFCGN_00133	CDS	927	yciC		COG0523	Putative metal chaperone YciC
MOFHFCGN_00134	CDS	909	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
MOFHFCGN_00135	CDS	300				hypothetical protein
MOFHFCGN_00136	CDS	612			COG0586	putative membrane protein
MOFHFCGN_00137	CDS	936	mdh	1.1.1.37	COG0039	Malate dehydrogenase
MOFHFCGN_00138	CDS	276				hypothetical protein
MOFHFCGN_00139	CDS	618				hypothetical protein
MOFHFCGN_00140	CDS	420				hypothetical protein
MOFHFCGN_00141	CDS	1161	tetA_1			Tetracycline resistance protein, class B
MOFHFCGN_00142	CDS	741				hypothetical protein
MOFHFCGN_00143	CDS	873	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MOFHFCGN_00144	CDS	489	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MOFHFCGN_00145	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
MOFHFCGN_00146	CDS	924	lacC	2.7.1.144		Tagatose-6-phosphate kinase
MOFHFCGN_00147	CDS	1932	fruA		COG1299	PTS system fructose-specific EIIABC component
MOFHFCGN_00148	CDS	1158	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
MOFHFCGN_00149	CDS	1350				hypothetical protein
MOFHFCGN_00150	CDS	840		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
MOFHFCGN_00151	CDS	1065	csbB_1	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
MOFHFCGN_00152	CDS	252				hypothetical protein
MOFHFCGN_00153	CDS	594				hypothetical protein
MOFHFCGN_00154	CDS	717	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
MOFHFCGN_00155	CDS	426	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
MOFHFCGN_00156	CDS	672	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MOFHFCGN_00157	CDS	594	pabA_1	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
MOFHFCGN_00158	CDS	1143	pabB_1	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
MOFHFCGN_00159	CDS	609				hypothetical protein
MOFHFCGN_00160	CDS	708	kipI_1		COG2049	Kinase A inhibitor
MOFHFCGN_00161	CDS	1005	kipA_1		COG1984	KipI antagonist
MOFHFCGN_00162	CDS	1941	ltaS		COG1368	Lipoteichoic acid synthase
MOFHFCGN_00163	CDS	819	zupT		COG0428	Zinc transporter ZupT
MOFHFCGN_00164	CDS	1884	ettA		COG0488	Energy-dependent translational throttle protein EttA
MOFHFCGN_00165	CDS	1779	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MOFHFCGN_00166	CDS	966	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
MOFHFCGN_00167	CDS	1515	opuBB		COG1174	Choline transport system permease protein OpuBB
MOFHFCGN_00168	CDS	1056	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
MOFHFCGN_00169	CDS	549		3.1.3.-	COG4502	Putative 5'(3')-deoxyribonucleotidase
MOFHFCGN_00170	CDS	960		2.7.1.-		Putative lipid kinase
MOFHFCGN_00171	CDS	1509	dtpT_1		COG3104	Di-/tripeptide transporter
MOFHFCGN_00172	CDS	1515	dtpT_2		COG3104	Di-/tripeptide transporter
MOFHFCGN_00173	CDS	501	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MOFHFCGN_00174	CDS	888	ribN			Riboflavin transporter
MOFHFCGN_00175	CDS	399	nrdI		COG1780	Protein NrdI
MOFHFCGN_00176	CDS	2106	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
MOFHFCGN_00177	CDS	969	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
MOFHFCGN_00178	CDS	969	fatD			Ferric-anguibactin transport system permease protein FatD
MOFHFCGN_00179	CDS	960	fatC			Ferric-anguibactin transport system permease protein FatC
MOFHFCGN_00180	CDS	801	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
MOFHFCGN_00181	CDS	1047	yclQ		COG4607	putative ABC transporter solute-binding protein YclQ
MOFHFCGN_00182	CDS	324				hypothetical protein
MOFHFCGN_00183	CDS	315				hypothetical protein
MOFHFCGN_00184	CDS	924	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
MOFHFCGN_00185	CDS	132				hypothetical protein
MOFHFCGN_00186	CDS	894				hypothetical protein
MOFHFCGN_00187	CDS	321				hypothetical protein
MOFHFCGN_00188	CDS	1119	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
MOFHFCGN_00189	CDS	1233	pepT_1	3.4.11.4	COG2195	Peptidase T
MOFHFCGN_00190	CDS	501				hypothetical protein
MOFHFCGN_00191	CDS	762	yjjP_2		COG2966	Inner membrane protein YjjP
MOFHFCGN_00192	CDS	1071	dosC	2.7.7.65		Diguanylate cyclase DosC
MOFHFCGN_00193	CDS	1065	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
MOFHFCGN_00194	CDS	642	yigZ		COG1739	IMPACT family member YigZ
MOFHFCGN_00195	CDS	864				DegV domain-containing protein
MOFHFCGN_00196	CDS	1323	comFA	3.6.4.12	COG4098	ComF operon protein 1
MOFHFCGN_00197	CDS	672				hypothetical protein
MOFHFCGN_00198	CDS	567	hpf			Ribosome hibernation promotion factor
MOFHFCGN_00199	CDS	2532	secA		COG0653	Protein translocase subunit SecA
MOFHFCGN_00200	CDS	999	prfB			Peptide chain release factor 2
MOFHFCGN_00201	CDS	900	sle1_2	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase sle1
MOFHFCGN_00202	CDS	642	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
MOFHFCGN_00203	CDS	231				hypothetical protein
MOFHFCGN_00204	CDS	1983	uvrB			UvrABC system protein B
MOFHFCGN_00205	CDS	2835	uvrA_1			UvrABC system protein A
MOFHFCGN_00206	CDS	936	hprK	2.7.11.-		HPr kinase/phosphorylase
MOFHFCGN_00207	CDS	837	lgt	2.4.99.-		Prolipoprotein diacylglyceryl transferase
MOFHFCGN_00208	CDS	351		2.3.1.-		Putative acetyltransferase
MOFHFCGN_00209	CDS	1437				hypothetical protein
MOFHFCGN_00210	CDS	945	trxB_1	1.8.1.9		Thioredoxin reductase
MOFHFCGN_00211	CDS	927				Nucleotide-binding protein
MOFHFCGN_00212	CDS	999			COG0391	Gluconeogenesis factor
MOFHFCGN_00213	CDS	948	whiA		COG1481	Sporulation transcription regulator WhiA
MOFHFCGN_00214	CDS	846				hypothetical protein
MOFHFCGN_00215	CDS	552				hypothetical protein
MOFHFCGN_00216	CDS	261				hypothetical protein
MOFHFCGN_00217	CDS	1038	Int-Tn			Transposase from transposon Tn916
MOFHFCGN_00218	CDS	141				hypothetical protein
MOFHFCGN_00219	CDS	402				hypothetical protein
MOFHFCGN_00220	CDS	573				hypothetical protein
MOFHFCGN_00221	CDS	606				hypothetical protein
MOFHFCGN_00222	CDS	342				hypothetical protein
MOFHFCGN_00223	CDS	186				hypothetical protein
MOFHFCGN_00224	CDS	750				hypothetical protein
MOFHFCGN_00225	CDS	165				hypothetical protein
MOFHFCGN_00226	CDS	210				hypothetical protein
MOFHFCGN_00227	CDS	318				hypothetical protein
MOFHFCGN_00228	CDS	261				hypothetical protein
MOFHFCGN_00229	CDS	630				hypothetical protein
MOFHFCGN_00230	CDS	447	ssbA_1		COG0629	Single-stranded DNA-binding protein A
MOFHFCGN_00231	CDS	678				hypothetical protein
MOFHFCGN_00232	CDS	723				hypothetical protein
MOFHFCGN_00233	CDS	363				hypothetical protein
MOFHFCGN_00234	CDS	1239	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
MOFHFCGN_00235	CDS	213				hypothetical protein
MOFHFCGN_00236	CDS	237				hypothetical protein
MOFHFCGN_00237	CDS	411				hypothetical protein
MOFHFCGN_00238	CDS	195				hypothetical protein
MOFHFCGN_00239	CDS	378				hypothetical protein
MOFHFCGN_00240	CDS	249				hypothetical protein
MOFHFCGN_00241	CDS	231				hypothetical protein
MOFHFCGN_00242	CDS	198				hypothetical protein
MOFHFCGN_00243	CDS	222				hypothetical protein
MOFHFCGN_00244	CDS	768	smc_1			Chromosome partition protein Smc
MOFHFCGN_00245	CDS	186				hypothetical protein
MOFHFCGN_00246	CDS	300				hypothetical protein
MOFHFCGN_00247	CDS	144				hypothetical protein
MOFHFCGN_00248	CDS	267				hypothetical protein
MOFHFCGN_00249	CDS	423				hypothetical protein
MOFHFCGN_00250	CDS	231				hypothetical protein
MOFHFCGN_00251	CDS	504				hypothetical protein
MOFHFCGN_00252	CDS	1284				hypothetical protein
MOFHFCGN_00253	CDS	1146				hypothetical protein
MOFHFCGN_00254	CDS	636				hypothetical protein
MOFHFCGN_00255	CDS	384				hypothetical protein
MOFHFCGN_00256	CDS	1860				hypothetical protein
MOFHFCGN_00257	CDS	168				hypothetical protein
MOFHFCGN_00258	CDS	156				hypothetical protein
MOFHFCGN_00259	CDS	618				hypothetical protein
MOFHFCGN_00260	CDS	993				hypothetical protein
MOFHFCGN_00261	CDS	876				hypothetical protein
MOFHFCGN_00262	CDS	264				hypothetical protein
MOFHFCGN_00263	CDS	336				hypothetical protein
MOFHFCGN_00264	CDS	318				hypothetical protein
MOFHFCGN_00265	CDS	354				hypothetical protein
MOFHFCGN_00266	CDS	393				hypothetical protein
MOFHFCGN_00267	CDS	564				hypothetical protein
MOFHFCGN_00268	CDS	372				hypothetical protein
MOFHFCGN_00269	CDS	351				hypothetical protein
MOFHFCGN_00270	CDS	3756				hypothetical protein
MOFHFCGN_00271	CDS	900				hypothetical protein
MOFHFCGN_00272	CDS	1278				hypothetical protein
MOFHFCGN_00273	CDS	213				hypothetical protein
MOFHFCGN_00274	CDS	2202				hypothetical protein
MOFHFCGN_00275	CDS	153				hypothetical protein
MOFHFCGN_00276	CDS	360				hypothetical protein
MOFHFCGN_00277	CDS	312				hypothetical protein
MOFHFCGN_00278	CDS	1368	lss	3.4.24.75		Lysostaphin
MOFHFCGN_00279	CDS	180				hypothetical protein
MOFHFCGN_00280	CDS	438				hypothetical protein
MOFHFCGN_00281	CDS	570				hypothetical protein
MOFHFCGN_00282	CDS	240				hypothetical protein
MOFHFCGN_00283	CDS	510				hypothetical protein
MOFHFCGN_00284	CDS	414				hypothetical protein
MOFHFCGN_00285	tRNA	73				tRNA-Arg(ccg)
MOFHFCGN_00286	CDS	585	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MOFHFCGN_00287	CDS	897				Epimerase family protein
MOFHFCGN_00288	CDS	189				hypothetical protein
MOFHFCGN_00289	CDS	645				hypothetical protein
MOFHFCGN_00290	CDS	234				hypothetical protein
MOFHFCGN_00291	CDS	1017	cggR		COG2390	Central glycolytic genes regulator
MOFHFCGN_00292	CDS	1008	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
MOFHFCGN_00293	CDS	1191	pgk	2.7.2.3		Phosphoglycerate kinase
MOFHFCGN_00294	CDS	762	tpiA	5.3.1.1		Triosephosphate isomerase
MOFHFCGN_00295	CDS	1518	gpmI	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MOFHFCGN_00296	CDS	1305	eno	4.2.1.11	COG0148	Enolase
MOFHFCGN_00297	CDS	462				hypothetical protein
MOFHFCGN_00298	CDS	234	secG		COG1314	putative protein-export membrane protein SecG
MOFHFCGN_00299	CDS	741	est_1	3.1.1.1		Carboxylesterase
MOFHFCGN_00300	CDS	2379	rnr	3.1.13.1	COG0557	Ribonuclease R
MOFHFCGN_00301	CDS	465	smpB		COG0691	SsrA-binding protein
MOFHFCGN_00302	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
MOFHFCGN_00303	CDS	549				hypothetical protein
MOFHFCGN_00304	CDS	1107			COG0582	Putative prophage phiRv2 integrase
MOFHFCGN_00305	CDS	735				hypothetical protein
MOFHFCGN_00306	CDS	219				hypothetical protein
MOFHFCGN_00307	CDS	204				hypothetical protein
MOFHFCGN_00308	CDS	297				hypothetical protein
MOFHFCGN_00309	CDS	819				hypothetical protein
MOFHFCGN_00310	CDS	1518				hypothetical protein
MOFHFCGN_00311	CDS	360				hypothetical protein
MOFHFCGN_00312	CDS	228				hypothetical protein
MOFHFCGN_00313	CDS	201				hypothetical protein
MOFHFCGN_00314	CDS	1053				hypothetical protein
MOFHFCGN_00315	CDS	519				hypothetical protein
MOFHFCGN_00316	CDS	327				hypothetical protein
MOFHFCGN_00317	CDS	831				hypothetical protein
MOFHFCGN_00318	CDS	789				hypothetical protein
MOFHFCGN_00319	CDS	579				hypothetical protein
MOFHFCGN_00320	CDS	1221				hypothetical protein
MOFHFCGN_00321	CDS	174				hypothetical protein
MOFHFCGN_00322	CDS	480				hypothetical protein
MOFHFCGN_00323	CDS	438				hypothetical protein
MOFHFCGN_00324	CDS	660	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
MOFHFCGN_00325	CDS	261	yycN_1	2.3.1.-	COG0454	putative N-acetyltransferase YycN
MOFHFCGN_00326	CDS	1065	salA		COG0489	Iron-sulfur cluster carrier protein
MOFHFCGN_00327	CDS	453	sepA			Multidrug resistance efflux pump SepA
MOFHFCGN_00328	CDS	1341	sdrM			Multidrug efflux pump SdrM
MOFHFCGN_00329	CDS	684				hypothetical protein
MOFHFCGN_00330	CDS	1188		2.7.7.-		putative uridylyltransferase
MOFHFCGN_00331	CDS	504	ydjM		COG1988	Inner membrane protein YdjM
MOFHFCGN_00332	CDS	261				hypothetical protein
MOFHFCGN_00333	CDS	315	isdI	1.14.99.48	COG2329	Heme oxygenase (staphylobilin-producing) 2
MOFHFCGN_00334	CDS	1374				hypothetical protein
MOFHFCGN_00335	CDS	963	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
MOFHFCGN_00336	CDS	1035	yfiZ_1		COG0609	putative siderophore transport system permease protein YfiZ
MOFHFCGN_00337	CDS	1011	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
MOFHFCGN_00338	CDS	1062	orr	5.1.1.12	COG3457	Ornithine racemase
MOFHFCGN_00339	CDS	1758	iucC_1	6.3.2.39	COG4264	Aerobactin synthase
MOFHFCGN_00340	CDS	1962	iucC_2	6.3.2.39	COG4264	Aerobactin synthase
MOFHFCGN_00341	CDS	507				Alkaline shock protein 23
MOFHFCGN_00342	CDS	240				hypothetical protein
MOFHFCGN_00343	CDS	537				hypothetical protein
MOFHFCGN_00344	CDS	1611	opuD_1		COG1292	Glycine betaine transporter OpuD
MOFHFCGN_00345	CDS	1020				Zinc-type alcohol dehydrogenase-like protein
MOFHFCGN_00346	CDS	1008	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
MOFHFCGN_00347	CDS	996	limB_1	1.14.13.107		Limonene 1,2-monooxygenase
MOFHFCGN_00348	CDS	879				hypothetical protein
MOFHFCGN_00349	CDS	393	rpsI			30S ribosomal protein S9
MOFHFCGN_00350	CDS	438	rplM		COG0102	50S ribosomal protein L13
MOFHFCGN_00351	CDS	807	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MOFHFCGN_00352	CDS	807	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
MOFHFCGN_00353	CDS	864	ecfA2_1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
MOFHFCGN_00354	CDS	810	ecfA1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MOFHFCGN_00355	CDS	369	rplQ		COG0203	50S ribosomal protein L17
MOFHFCGN_00356	CDS	945	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
MOFHFCGN_00357	CDS	390	rpsK		COG0100	30S ribosomal protein S11
MOFHFCGN_00358	CDS	366	rpsM		COG0099	30S ribosomal protein S13
MOFHFCGN_00359	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
MOFHFCGN_00360	CDS	219	infA		COG0361	Translation initiation factor IF-1
MOFHFCGN_00361	CDS	651	adk	2.7.4.3		Adenylate kinase
MOFHFCGN_00362	CDS	1293	secY			Protein translocase subunit SecY
MOFHFCGN_00363	CDS	441	rplO		COG0200	50S ribosomal protein L15
MOFHFCGN_00364	CDS	180	rpmD		COG1841	50S ribosomal protein L30
MOFHFCGN_00365	CDS	498	rpsE		COG0098	30S ribosomal protein S5
MOFHFCGN_00366	CDS	363	rplR		COG0256	50S ribosomal protein L18
MOFHFCGN_00367	CDS	537	rplF		COG0097	50S ribosomal protein L6
