locus_tag	ftype	length_bp	gene	EC_number	COG	product
JOIMIODL_00071	CDS	810	glnQ_1			Glutamine transport ATP-binding protein GlnQ
JOIMIODL_00072	CDS	801	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
JOIMIODL_00073	CDS	111				hypothetical protein
JOIMIODL_00074	CDS	612				hypothetical protein
JOIMIODL_00075	CDS	1173	dapC	2.6.1.17		putative N-succinyldiaminopimelate aminotransferase DapC
JOIMIODL_00076	CDS	858				hypothetical protein
JOIMIODL_00077	CDS	2211	fadB			Fatty acid oxidation complex subunit alpha
JOIMIODL_00078	CDS	879				hypothetical protein
JOIMIODL_00079	CDS	408				hypothetical protein
JOIMIODL_00080	CDS	483				hypothetical protein
JOIMIODL_00081	CDS	756	mshD_1	2.3.1.189		Mycothiol acetyltransferase
JOIMIODL_00082	CDS	465				hypothetical protein
JOIMIODL_00083	CDS	1209	cysK	2.5.1.47		Cysteine synthase
JOIMIODL_00084	CDS	339				hypothetical protein
JOIMIODL_00085	CDS	810				hypothetical protein
JOIMIODL_00086	CDS	393				hypothetical protein
JOIMIODL_00087	CDS	1272	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JOIMIODL_00088	CDS	1218	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
JOIMIODL_00089	CDS	846	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
JOIMIODL_00090	CDS	1158	cmpC	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
JOIMIODL_00091	CDS	708	cysA_1	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JOIMIODL_00092	CDS	1131				hypothetical protein
JOIMIODL_00093	CDS	558				hypothetical protein
JOIMIODL_00094	CDS	525				hypothetical protein
JOIMIODL_00095	CDS	1149		4.2.1.156	COG4948	L-talarate/galactarate dehydratase
JOIMIODL_00096	CDS	1491	gudD	4.2.1.40	COG4948	Glucarate dehydratase
JOIMIODL_00097	CDS	885	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JOIMIODL_00098	CDS	1362	gntT		COG2610	High-affinity gluconate transporter
JOIMIODL_00099	CDS	885	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JOIMIODL_00100	CDS	789	iclR_1		COG1414	Transcriptional repressor IclR
JOIMIODL_00101	CDS	297				hypothetical protein
JOIMIODL_00102	CDS	684	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
JOIMIODL_00103	CDS	711	btuD	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
JOIMIODL_00104	CDS	510				hypothetical protein
JOIMIODL_00105	CDS	735	pknE_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknE
JOIMIODL_00106	CDS	876	acm_1	3.2.1.17		Lysozyme M1
JOIMIODL_00107	CDS	738				hypothetical protein
JOIMIODL_00108	CDS	957				hypothetical protein
JOIMIODL_00109	CDS	1581				hypothetical protein
JOIMIODL_00110	CDS	489	gpx1_1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
JOIMIODL_00111	CDS	1812	pbpE_1		COG1680	Penicillin-binding protein 4*
JOIMIODL_00112	CDS	486				hypothetical protein
JOIMIODL_00113	CDS	2067	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
JOIMIODL_00114	CDS	882	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
JOIMIODL_00115	CDS	1416	proP_1			Proline/betaine transporter
JOIMIODL_00116	CDS	1461				hypothetical protein
JOIMIODL_00117	CDS	1314	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
JOIMIODL_00118	CDS	2580	xynA1_1	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
JOIMIODL_00119	CDS	414				Universal stress protein
JOIMIODL_00120	CDS	1455	yhdG_1		COG0531	putative amino acid permease YhdG
JOIMIODL_00121	CDS	1638				hypothetical protein
JOIMIODL_00122	CDS	840		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
JOIMIODL_00123	CDS	1674	ribZ			Riboflavin transporter RibZ
JOIMIODL_00124	CDS	849		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
JOIMIODL_00125	CDS	756	fhuC	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
JOIMIODL_00126	CDS	1140	fatC			Ferric-anguibactin transport system permease protein FatC
JOIMIODL_00127	CDS	1002	fatD			Ferric-anguibactin transport system permease protein FatD
JOIMIODL_00128	CDS	1011	yclQ_1		COG4607	putative ABC transporter solute-binding protein YclQ
JOIMIODL_00129	CDS	813				hypothetical protein
JOIMIODL_00130	CDS	420				hypothetical protein
JOIMIODL_00131	CDS	864				hypothetical protein
JOIMIODL_00132	CDS	831	menG_1	2.1.1.163		Demethylmenaquinone methyltransferase
JOIMIODL_00133	CDS	1071				hypothetical protein
JOIMIODL_00134	CDS	1515				hypothetical protein
JOIMIODL_00135	CDS	633				hypothetical protein
JOIMIODL_00136	CDS	555				hypothetical protein
JOIMIODL_00137	CDS	795	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JOIMIODL_00138	CDS	192				hypothetical protein
JOIMIODL_00139	CDS	1014			COG0861	putative membrane protein
JOIMIODL_00140	CDS	921				hypothetical protein
JOIMIODL_00141	CDS	1572	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
JOIMIODL_00142	CDS	1338	hutI_1	3.5.2.7	COG1228	Imidazolonepropionase
JOIMIODL_00143	CDS	1683	hutU	4.2.1.49	COG2987	Urocanate hydratase
JOIMIODL_00144	CDS	855	pip_1	3.4.11.5		Proline iminopeptidase
JOIMIODL_00145	CDS	999				hypothetical protein
JOIMIODL_00146	CDS	1785				hypothetical protein
JOIMIODL_00147	CDS	1005	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
JOIMIODL_00148	CDS	1452		1.14.13.-	COG2072	putative monooxygenase
JOIMIODL_00149	CDS	792	iclR_2		COG1414	Transcriptional repressor IclR
JOIMIODL_00150	CDS	1143	hutG	3.5.3.8	COG0010	Formimidoylglutamase
JOIMIODL_00151	CDS	891	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
JOIMIODL_00152	CDS	660				hypothetical protein
JOIMIODL_00153	CDS	921				hypothetical protein
JOIMIODL_00154	CDS	1143				hypothetical protein
JOIMIODL_00155	CDS	789				hypothetical protein
JOIMIODL_00156	CDS	1668				hypothetical protein
JOIMIODL_00157	CDS	1398				hypothetical protein
JOIMIODL_00158	CDS	1344	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
JOIMIODL_00159	CDS	1272	ybjJ_1			Inner membrane protein YbjJ
JOIMIODL_00160	CDS	552	rcdA_1		COG3226	HTH-type transcriptional regulator RcdA
JOIMIODL_00161	CDS	2406	nagJ	3.2.1.169		O-GlcNAcase NagJ
JOIMIODL_00162	CDS	1188				hypothetical protein
JOIMIODL_00163	CDS	969	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
JOIMIODL_00164	CDS	960	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
JOIMIODL_00165	CDS	765				hypothetical protein
JOIMIODL_00166	CDS	1626	lipO_1		COG1653	Lipoprotein LipO
JOIMIODL_00167	CDS	738	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
JOIMIODL_00168	CDS	771	ugpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
JOIMIODL_00169	CDS	825	ugpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
JOIMIODL_00170	CDS	1389	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
JOIMIODL_00171	CDS	900	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
JOIMIODL_00172	CDS	1035	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
JOIMIODL_00173	CDS	921	cynR_1			HTH-type transcriptional regulator CynR
JOIMIODL_00174	CDS	1785	sdhA_1	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
JOIMIODL_00175	CDS	834				hypothetical protein
JOIMIODL_00176	CDS	1521	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
JOIMIODL_00177	CDS	558	ftnA	1.16.3.2	COG1528	putative bacterial non-heme ferritin
JOIMIODL_00178	CDS	1803	opuD		COG1292	Glycine betaine transporter OpuD
JOIMIODL_00179	CDS	1068	limB_1	1.14.13.107		Limonene 1,2-monooxygenase
JOIMIODL_00180	CDS	1320	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
JOIMIODL_00181	CDS	1668	phoD_1	3.1.3.1	COG3540	Alkaline phosphatase D
JOIMIODL_00182	CDS	957				hypothetical protein
JOIMIODL_00183	CDS	696				hypothetical protein
JOIMIODL_00184	CDS	3549	tri1	3.4.21.-	COG0793	Tricorn protease 
JOIMIODL_00185	CDS	327				hypothetical protein
JOIMIODL_00186	CDS	936	gltC_1			HTH-type transcriptional regulator GltC
JOIMIODL_00187	CDS	525				hypothetical protein
JOIMIODL_00188	CDS	1011				Universal stress protein
JOIMIODL_00189	CDS	702				hypothetical protein
JOIMIODL_00190	CDS	756				hypothetical protein
JOIMIODL_00191	CDS	1239	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
JOIMIODL_00192	CDS	1488	xylB_2	2.7.1.17	COG1070	Xylulose kinase
JOIMIODL_00193	CDS	1548	xylT			D-xylose transporter
JOIMIODL_00194	CDS	579				hypothetical protein
JOIMIODL_00195	CDS	1272	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
JOIMIODL_00196	CDS	1440	uxaC	5.3.1.12	COG1904	Uronate isomerase
JOIMIODL_00197	CDS	1002	cytR_1		COG1609	HTH-type transcriptional repressor CytR
JOIMIODL_00198	CDS	1338				hypothetical protein
JOIMIODL_00199	CDS	849				hypothetical protein
JOIMIODL_00200	CDS	783	bdbD		COG1651	Disulfide bond formation protein D
JOIMIODL_00201	CDS	321	emrE		COG2076	Multidrug transporter EmrE
JOIMIODL_00202	CDS	456	mdtJ		COG2076	Spermidine export protein MdtJ
JOIMIODL_00203	CDS	654				hypothetical protein
JOIMIODL_00204	CDS	753	larB	3.-.-.-	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
JOIMIODL_00205	CDS	996	larE	2.8.1.-	COG1606	Pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase
JOIMIODL_00206	CDS	1350	larA	5.1.2.1	COG3875	Lactate racemase
JOIMIODL_00207	CDS	417	arsC1	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC1
JOIMIODL_00208	CDS	1152	acr3		COG0798	Arsenical-resistance protein Acr3
JOIMIODL_00209	CDS	360	arsR		COG0640	Arsenical resistance operon repressor
JOIMIODL_00210	CDS	600				hypothetical protein
JOIMIODL_00211	CDS	1023	trxB_1	1.8.1.9		Thioredoxin reductase
JOIMIODL_00212	CDS	981	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
JOIMIODL_00213	CDS	579	aroK_1	2.7.1.71		Shikimate kinase
JOIMIODL_00214	CDS	834				hypothetical protein
JOIMIODL_00215	CDS	555				hypothetical protein
JOIMIODL_00216	CDS	555				hypothetical protein
JOIMIODL_00217	CDS	336				hypothetical protein
JOIMIODL_00218	CDS	348	sdpR		COG0640	Transcriptional repressor SdpR
JOIMIODL_00219	CDS	1092	namA	1.6.99.1	COG1902	NADPH dehydrogenase
JOIMIODL_00220	CDS	495				hypothetical protein
JOIMIODL_00221	CDS	153				hypothetical protein
JOIMIODL_00222	CDS	294	dksA			RNA polymerase-binding transcription factor DksA
JOIMIODL_00223	CDS	489	nrdI_1		COG1780	Protein NrdI
JOIMIODL_00224	CDS	1026	nrdF2_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
JOIMIODL_00225	CDS	1338	yycB_1		COG2807	putative transporter YycB
JOIMIODL_00226	CDS	789	nimR_1			HTH-type transcriptional regulator NimR
JOIMIODL_00227	CDS	1389	proY		COG1113	Proline-specific permease ProY
JOIMIODL_00228	CDS	888				hypothetical protein
JOIMIODL_00229	CDS	1242	setA			Sugar efflux transporter A
JOIMIODL_00230	CDS	801	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JOIMIODL_00231	CDS	1185	andAa_1	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
JOIMIODL_00232	CDS	1077	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
JOIMIODL_00233	CDS	1605	prfC		COG4108	Peptide chain release factor 3
JOIMIODL_00234	CDS	585	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
JOIMIODL_00235	CDS	585	comR			HTH-type transcriptional repressor ComR
JOIMIODL_00236	CDS	876	azoB	1.7.-.-		NAD(P)H azoreductase
JOIMIODL_00237	CDS	1236	lcpA		COG1316	Cell wall biosynthesis protein LcpA
JOIMIODL_00238	CDS	978	cynR_2			HTH-type transcriptional regulator CynR
JOIMIODL_00239	CDS	492		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
JOIMIODL_00240	CDS	702	ideR_1		COG1321	Iron-dependent repressor IdeR
JOIMIODL_00241	CDS	927	mntB			Manganese transport system membrane protein MntB
JOIMIODL_00242	CDS	750	znuC	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
JOIMIODL_00243	CDS	813	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
JOIMIODL_00244	CDS	615	yvdD		COG1611	LOG family protein YvdD
JOIMIODL_00245	CDS	672	rspR_1		COG1802	HTH-type transcriptional repressor RspR
JOIMIODL_00246	CDS	1293	mdtL			Multidrug resistance protein MdtL
JOIMIODL_00247	CDS	849	dkgB_1	1.1.1.274		2,5-diketo-D-gluconic acid reductase B
JOIMIODL_00248	CDS	825				hypothetical protein
JOIMIODL_00249	CDS	978				hypothetical protein
JOIMIODL_00250	CDS	228				hypothetical protein
JOIMIODL_00251	CDS	441				hypothetical protein
JOIMIODL_00252	CDS	102				hypothetical protein
JOIMIODL_00253	CDS	738				hypothetical protein
JOIMIODL_00254	CDS	765				putative protein
JOIMIODL_00255	CDS	963	tas		COG0667	Protein tas
JOIMIODL_00256	CDS	576				hypothetical protein
JOIMIODL_00257	CDS	537	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JOIMIODL_00258	CDS	291				hypothetical protein
JOIMIODL_00259	CDS	378				hypothetical protein
JOIMIODL_00260	CDS	1029				hypothetical protein
JOIMIODL_00261	CDS	405				hypothetical protein
JOIMIODL_00262	CDS	1467	add	3.5.4.4	COG1816	Adenosine deaminase
JOIMIODL_00263	CDS	2727	iucC	6.3.2.39	COG4264	Aerobactin synthase
JOIMIODL_00264	CDS	1782	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
JOIMIODL_00265	CDS	1659	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
JOIMIODL_00266	CDS	951	phoD_2	3.1.3.1	COG3540	Alkaline phosphatase D
JOIMIODL_00267	CDS	621	phoD_3	3.1.3.1	COG3540	Alkaline phosphatase D
JOIMIODL_00268	CDS	849				hypothetical protein
JOIMIODL_00269	CDS	720				hypothetical protein
JOIMIODL_00270	CDS	429				hypothetical protein
JOIMIODL_00271	CDS	1248	msmE_1		COG1653	Multiple sugar-binding protein
JOIMIODL_00272	CDS	966	lacF_3			Lactose transport system permease protein LacF
JOIMIODL_00273	CDS	879	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
JOIMIODL_00274	CDS	747	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
JOIMIODL_00275	CDS	777	dasR_1		COG2188	HTH-type transcriptional repressor DasR
JOIMIODL_00276	CDS	1059				hypothetical protein
JOIMIODL_00277	CDS	546				hypothetical protein
JOIMIODL_00278	CDS	579	cysC	2.7.1.25		Adenylyl-sulfate kinase
JOIMIODL_00279	CDS	1257				hypothetical protein
JOIMIODL_00280	CDS	1350				hypothetical protein
JOIMIODL_00281	CDS	1251				hypothetical protein
JOIMIODL_00282	CDS	1356				hypothetical protein
JOIMIODL_00283	CDS	2637	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
JOIMIODL_00284	CDS	1521	ndh	1.6.99.3	COG1252	NADH dehydrogenase
JOIMIODL_00285	CDS	663				hypothetical protein
JOIMIODL_00286	CDS	702				hypothetical protein
JOIMIODL_00287	CDS	1500	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
JOIMIODL_00288	CDS	1146	nagC_1		COG1940	N-acetylglucosamine repressor
JOIMIODL_00289	CDS	1515	xylE_1			D-xylose-proton symporter
JOIMIODL_00290	CDS	1566		3.1.6.1	COG3119	Arylsulfatase
JOIMIODL_00291	CDS	1179	sbcD		COG0420	Nuclease SbcCD subunit D
JOIMIODL_00292	CDS	3069	sbcC			Nuclease SbcCD subunit C
JOIMIODL_00293	CDS	1272	glsA1_1	3.5.1.2	COG2066	Glutaminase 1
JOIMIODL_00294	CDS	510				hypothetical protein
JOIMIODL_00295	CDS	2397		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
JOIMIODL_00296	CDS	1890		3.6.3.-		Putative multidrug export ATP-binding/permease protein
JOIMIODL_00297	CDS	981		2.1.1.-	COG0500	putative methyltransferase
JOIMIODL_00298	CDS	1317				hypothetical protein
JOIMIODL_00299	CDS	2256			COG1132	putative ABC transporter ATP-binding protein
JOIMIODL_00300	CDS	1764			COG1132	putative ABC transporter ATP-binding protein
JOIMIODL_00301	CDS	96				hypothetical protein
JOIMIODL_00302	CDS	699	yohK		COG1346	Inner membrane protein YohK
JOIMIODL_00303	CDS	408				hypothetical protein
JOIMIODL_00304	CDS	609				hypothetical protein
JOIMIODL_00305	CDS	225				hypothetical protein
JOIMIODL_00306	CDS	1587	abgT_1		COG2978	p-aminobenzoyl-glutamate transport protein
JOIMIODL_00307	CDS	1662	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
JOIMIODL_00308	CDS	285				hypothetical protein
JOIMIODL_00309	CDS	999	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
JOIMIODL_00310	CDS	1629	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
JOIMIODL_00311	CDS	1650				hypothetical protein
JOIMIODL_00312	CDS	90				hypothetical protein
JOIMIODL_00313	CDS	108				hypothetical protein
JOIMIODL_00314	CDS	696				hypothetical protein
JOIMIODL_00315	CDS	528	hsaB_1	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
JOIMIODL_00316	CDS	798				hypothetical protein
JOIMIODL_00317	tRNA	88				tRNA-Ser(gga)
JOIMIODL_00318	CDS	1065				hypothetical protein
JOIMIODL_00319	CDS	1434	levS	2.4.1.10		Levansucrase
JOIMIODL_00320	CDS	690	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
JOIMIODL_00321	CDS	741	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
JOIMIODL_00322	CDS	678	metI		COG2011	D-methionine transport system permease protein MetI
JOIMIODL_00323	CDS	846	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
JOIMIODL_00324	CDS	2145	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
JOIMIODL_00325	CDS	1167	fgd	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
JOIMIODL_00326	CDS	693	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
JOIMIODL_00327	CDS	1461	atsA_1	3.1.6.1	COG3119	Arylsulfatase
JOIMIODL_00328	CDS	1506	pehA	3.1.4.-		Multifunctional alkaline phosphatase superfamily protein PehA
JOIMIODL_00329	CDS	783	asbF	4.2.1.118		3-dehydroshikimate dehydratase
JOIMIODL_00330	CDS	993	serA_1	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JOIMIODL_00331	CDS	1095	galS		COG1609	HTH-type transcriptional regulator GalS
JOIMIODL_00332	CDS	747	irtA	3.6.3.-	COG1132	Iron import ATP-binding/permease protein IrtA
JOIMIODL_00333	CDS	867		5.1.3.31	COG1082	D-tagatose 3-epimerase
JOIMIODL_00334	CDS	1278				hypothetical protein
JOIMIODL_00335	CDS	1164	xdh	1.1.1.179		D-xylose dehydrogenase
JOIMIODL_00336	CDS	2226				hypothetical protein
JOIMIODL_00337	CDS	1152				hypothetical protein
JOIMIODL_00338	CDS	168				hypothetical protein
JOIMIODL_00339	CDS	486				hypothetical protein
JOIMIODL_00340	CDS	717	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JOIMIODL_00341	CDS	516				hypothetical protein
JOIMIODL_00342	CDS	1509				hypothetical protein
JOIMIODL_00343	CDS	498				hypothetical protein
JOIMIODL_00344	CDS	1623				hypothetical protein
JOIMIODL_00345	CDS	942	ectD	1.14.11.55		Ectoine dioxygenase
JOIMIODL_00346	CDS	780	araC_1			Arabinose operon regulatory protein
JOIMIODL_00347	CDS	1686	rnj_1	3.1.-.-	COG0595	Ribonuclease J
JOIMIODL_00348	CDS	936				hypothetical protein
JOIMIODL_00349	CDS	1422	pel	4.2.2.2	COG3866	Pectate lyase
JOIMIODL_00350	CDS	1497	pelA_1	4.2.2.22	COG3866	Pectate trisaccharide-lyase
JOIMIODL_00351	CDS	2034	pelA_2	4.2.2.22	COG3866	Pectate trisaccharide-lyase
JOIMIODL_00352	CDS	975	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
JOIMIODL_00353	CDS	459				hypothetical protein
JOIMIODL_00354	CDS	1296	pgl_1	3.2.1.15		Polygalacturonase
