locus_tag	ftype	length_bp	gene	EC_number	COG	product
DNNBHHGK_00127	CDS	1197				hypothetical protein
DNNBHHGK_00128	CDS	1227			COG4962	Putative conjugal transfer protein
DNNBHHGK_00129	CDS	873				hypothetical protein
DNNBHHGK_00130	CDS	945				hypothetical protein
DNNBHHGK_00131	CDS	270				hypothetical protein
DNNBHHGK_00132	CDS	345				hypothetical protein
DNNBHHGK_00133	CDS	489				hypothetical protein
DNNBHHGK_00134	CDS	552				hypothetical protein
DNNBHHGK_00135	CDS	1179	garK	2.7.1.165	COG1929	Glycerate 2-kinase
DNNBHHGK_00136	CDS	1116	prfB		COG1186	Peptide chain release factor 2
DNNBHHGK_00137	CDS	903	ftsE		COG2884	Cell division ATP-binding protein FtsE
DNNBHHGK_00138	CDS	918	ftsX		COG2177	Cell division protein FtsX
DNNBHHGK_00139	CDS	1335	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
DNNBHHGK_00140	CDS	510	smpB		COG0691	SsrA-binding protein
DNNBHHGK_00141	CDS	531				hypothetical protein
DNNBHHGK_00142	tmRNA	371	ssrA			transfer-messenger RNA, SsrA
DNNBHHGK_00143	CDS	1542		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
DNNBHHGK_00144	CDS	435				hypothetical protein
DNNBHHGK_00145	CDS	870				hypothetical protein
DNNBHHGK_00146	CDS	903				hypothetical protein
DNNBHHGK_00147	CDS	1059	thrB_1	2.7.1.39		Homoserine kinase
DNNBHHGK_00148	CDS	1215	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
DNNBHHGK_00149	CDS	1068	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
DNNBHHGK_00150	CDS	3903				hypothetical protein
DNNBHHGK_00151	CDS	603				hypothetical protein
DNNBHHGK_00152	CDS	1458		1.1.1.38		NAD-dependent malic enzyme
DNNBHHGK_00153	CDS	1143				hypothetical protein
DNNBHHGK_00154	CDS	1014	mshD_1	2.3.1.189		Mycothiol acetyltransferase
DNNBHHGK_00155	CDS	1656	gsiB_1		COG0747	Glutathione-binding protein GsiB
DNNBHHGK_00156	CDS	978	dppB_1		COG0601	Dipeptide transport system permease protein DppB
DNNBHHGK_00157	CDS	1851	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
DNNBHHGK_00158	CDS	858	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
DNNBHHGK_00159	CDS	1116	pbpE_1		COG1680	Penicillin-binding protein 4*
DNNBHHGK_00160	CDS	531				hypothetical protein
DNNBHHGK_00161	CDS	372				hypothetical protein
DNNBHHGK_00162	CDS	1809				hypothetical protein
DNNBHHGK_00163	CDS	1380	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
DNNBHHGK_00164	CDS	324	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
DNNBHHGK_00165	CDS	633				hypothetical protein
DNNBHHGK_00166	CDS	813	murI	5.1.1.3	COG0796	Glutamate racemase
DNNBHHGK_00167	CDS	798			COG1234	putative protein
DNNBHHGK_00168	CDS	759	rph	2.7.7.56	COG0689	Ribonuclease PH
DNNBHHGK_00169	CDS	651		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DNNBHHGK_00170	CDS	543				hypothetical protein
DNNBHHGK_00171	CDS	693	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
DNNBHHGK_00172	tRNA	84				tRNA-Leu(tag)
DNNBHHGK_00173	CDS	756		1.1.1.47	COG1028	Glucose 1-dehydrogenase
DNNBHHGK_00174	CDS	480				hypothetical protein
DNNBHHGK_00175	CDS	438				hypothetical protein
DNNBHHGK_00176	CDS	897			COG0574	putative protein
DNNBHHGK_00177	tRNA	76				tRNA-Lys(ctt)
DNNBHHGK_00178	CDS	1254	add	3.5.4.4	COG1816	Adenosine deaminase
DNNBHHGK_00179	CDS	2748	iucC	6.3.2.39	COG4264	Aerobactin synthase
DNNBHHGK_00180	CDS	1761	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
DNNBHHGK_00181	CDS	1659	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
DNNBHHGK_00182	CDS	1551	phoD_1	3.1.3.1	COG3540	Alkaline phosphatase D
DNNBHHGK_00183	CDS	729				hypothetical protein
DNNBHHGK_00184	CDS	720				hypothetical protein
DNNBHHGK_00185	CDS	429				hypothetical protein
DNNBHHGK_00186	CDS	297				hypothetical protein
DNNBHHGK_00187	CDS	414				hypothetical protein
DNNBHHGK_00188	CDS	396				hypothetical protein
DNNBHHGK_00189	CDS	1839	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
DNNBHHGK_00190	CDS	1617	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
DNNBHHGK_00191	CDS	1053				hypothetical protein
DNNBHHGK_00192	CDS	546				hypothetical protein
DNNBHHGK_00193	CDS	579	cysC	2.7.1.25		Adenylyl-sulfate kinase
DNNBHHGK_00194	CDS	1257				hypothetical protein
DNNBHHGK_00195	CDS	1326				hypothetical protein
DNNBHHGK_00196	CDS	1251				hypothetical protein
DNNBHHGK_00197	CDS	1359				hypothetical protein
DNNBHHGK_00198	CDS	2637	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
DNNBHHGK_00199	CDS	1521	ndh	1.6.99.3	COG1252	NADH dehydrogenase
DNNBHHGK_00200	CDS	663				hypothetical protein
DNNBHHGK_00201	CDS	702				hypothetical protein
DNNBHHGK_00202	CDS	1500	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
DNNBHHGK_00203	CDS	1146	nagC_1		COG1940	N-acetylglucosamine repressor
DNNBHHGK_00204	CDS	1515	xylE_1			D-xylose-proton symporter
DNNBHHGK_00205	CDS	1566		3.1.6.1	COG3119	Arylsulfatase
DNNBHHGK_00206	CDS	1179	sbcD		COG0420	Nuclease SbcCD subunit D
DNNBHHGK_00207	CDS	3069	sbcC			Nuclease SbcCD subunit C
DNNBHHGK_00208	CDS	1272	glsA1_1	3.5.1.2	COG2066	Glutaminase 1
DNNBHHGK_00209	CDS	510				hypothetical protein
DNNBHHGK_00210	CDS	2397		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
DNNBHHGK_00211	CDS	1890		3.6.3.-		Putative multidrug export ATP-binding/permease protein
DNNBHHGK_00212	CDS	981		2.1.1.-	COG0500	putative methyltransferase
DNNBHHGK_00213	CDS	318				hypothetical protein
DNNBHHGK_00214	CDS	711				hypothetical protein
DNNBHHGK_00215	CDS	1737			COG1132	putative ABC transporter ATP-binding protein
DNNBHHGK_00216	CDS	2181			COG1132	putative ABC transporter ATP-binding protein
DNNBHHGK_00217	CDS	900	glnH		COG0834	Glutamine-binding periplasmic protein
DNNBHHGK_00218	CDS	996	occM			Octopine transport system permease protein OccM
DNNBHHGK_00219	CDS	858	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
DNNBHHGK_00220	CDS	1053	yciC_1		COG0523	Putative metal chaperone YciC
DNNBHHGK_00221	CDS	834				hypothetical protein
DNNBHHGK_00222	CDS	2286	lgrD			Linear gramicidin synthase subunit D
DNNBHHGK_00223	CDS	777	gno	1.1.1.-		Gluconate 5-dehydrogenase
DNNBHHGK_00224	CDS	957	aas		COG0204	Bifunctional protein Aas
DNNBHHGK_00225	CDS	1710		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
DNNBHHGK_00226	CDS	723	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DNNBHHGK_00227	CDS	417				hypothetical protein
DNNBHHGK_00228	CDS	774				hypothetical protein
DNNBHHGK_00229	CDS	1224	iolX_2	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
DNNBHHGK_00230	tRNA	74				tRNA-Arg(acg)
DNNBHHGK_00231	CDS	1086				hypothetical protein
DNNBHHGK_00232	CDS	534	crgA			Cell division protein CrgA
DNNBHHGK_00233	CDS	774				hypothetical protein
DNNBHHGK_00234	CDS	714	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DNNBHHGK_00235	CDS	2214	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DNNBHHGK_00236	CDS	1500	pknA_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DNNBHHGK_00237	CDS	1446	pbpA		COG0768	Penicillin-binding protein A
DNNBHHGK_00238	CDS	1392	rodA		COG0772	putative FtsW-like protein
DNNBHHGK_00239	CDS	1392	pstP_1	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DNNBHHGK_00240	CDS	528	fhaB		COG1716	FHA domain-containing protein FhaB
DNNBHHGK_00241	CDS	723	garA_1		COG1716	Glycogen accumulation regulator GarA
DNNBHHGK_00242	CDS	753				hypothetical protein
DNNBHHGK_00243	CDS	867	pbpE_2		COG1680	Penicillin-binding protein 4*
DNNBHHGK_00244	CDS	3285	mngB_1	3.2.1.170	COG0383	Mannosylglycerate hydrolase
DNNBHHGK_00245	CDS	1146	haeIIIM	2.1.1.37		Modification methylase HaeIII
DNNBHHGK_00246	CDS	1350				hypothetical protein
DNNBHHGK_00247	CDS	1053	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
DNNBHHGK_00248	CDS	1443		3.1.6.1	COG3119	Arylsulfatase
DNNBHHGK_00249	CDS	675		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
DNNBHHGK_00250	CDS	999	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
DNNBHHGK_00251	CDS	729	dhaL-2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase 2, ADP-binding subunit DhaL
DNNBHHGK_00252	CDS	852				hypothetical protein
DNNBHHGK_00253	CDS	1116	bag			IgA FC receptor
DNNBHHGK_00254	CDS	576				hypothetical protein
DNNBHHGK_00255	CDS	615				hypothetical protein
DNNBHHGK_00256	CDS	1299	pbuE		COG2814	Purine efflux pump PbuE
DNNBHHGK_00257	CDS	1014	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
DNNBHHGK_00258	CDS	963	afr_1	1.1.1.292		1,5-anhydro-D-fructose reductase
DNNBHHGK_00259	CDS	777				hypothetical protein
DNNBHHGK_00260	CDS	798	iclR_1		COG1414	Transcriptional repressor IclR
DNNBHHGK_00261	CDS	1035	dctP_1		COG1638	Solute-binding protein
DNNBHHGK_00262	CDS	504	siaQ_1		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
DNNBHHGK_00263	CDS	1302	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
DNNBHHGK_00264	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
DNNBHHGK_00265	CDS	984	hprA_1	1.1.1.29	COG1052	Glycerate dehydrogenase
DNNBHHGK_00266	CDS	1248		4.2.1.8	COG4948	D-mannonate dehydratase
DNNBHHGK_00267	CDS	1830				hypothetical protein
DNNBHHGK_00268	CDS	1359			COG2239	Magnesium transporter MgtE
DNNBHHGK_00269	CDS	1305	yfmO			Multidrug efflux protein YfmO
DNNBHHGK_00270	CDS	441			COG1846	putative HTH-type transcriptional regulator
DNNBHHGK_00271	CDS	1083	nemA	1.-.-.-	COG1902	N-ethylmaleimide reductase
DNNBHHGK_00272	CDS	984	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
DNNBHHGK_00273	CDS	654	kdgA		COG0800	KHG/KDPG aldolase
DNNBHHGK_00274	CDS	1005	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
DNNBHHGK_00275	CDS	1515	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
DNNBHHGK_00276	CDS	600				hypothetical protein
DNNBHHGK_00277	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
DNNBHHGK_00278	CDS	258				hypothetical protein
DNNBHHGK_00279	CDS	1416	ygbN_1		COG2610	Inner membrane permease YgbN
DNNBHHGK_00280	CDS	822	sugB_1		COG0395	Trehalose transport system permease protein SugB
DNNBHHGK_00281	CDS	846	araP_1		COG1175	L-arabinose transport system permease protein AraP
DNNBHHGK_00282	CDS	1317	lacE_1			Lactose-binding protein
DNNBHHGK_00283	CDS	1089	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
DNNBHHGK_00284	CDS	1155	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
DNNBHHGK_00285	CDS	726				hypothetical protein
DNNBHHGK_00286	CDS	1572	yidE			Putative transport protein YidE
DNNBHHGK_00287	CDS	588				hypothetical protein
DNNBHHGK_00288	CDS	1005				hypothetical protein
DNNBHHGK_00289	CDS	1122	afr_2	1.1.1.292		1,5-anhydro-D-fructose reductase
DNNBHHGK_00290	CDS	816				hypothetical protein
DNNBHHGK_00291	CDS	1260	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
DNNBHHGK_00292	CDS	1170	nagC_2		COG1940	N-acetylglucosamine repressor
DNNBHHGK_00293	CDS	1194	xylA_1	5.3.1.5		Xylose isomerase
DNNBHHGK_00294	CDS	1398	xylB_1	2.7.1.17	COG1070	Xylulose kinase
DNNBHHGK_00295	CDS	2388	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
DNNBHHGK_00296	CDS	1254	rsgI6	3.2.1.8		Anti-sigma-I factor RsgI6
DNNBHHGK_00297	CDS	702				hypothetical protein
DNNBHHGK_00298	CDS	1674	lipO_1		COG1653	Lipoprotein LipO
DNNBHHGK_00299	CDS	975	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
DNNBHHGK_00300	CDS	927	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
DNNBHHGK_00301	CDS	1050	cytR_1		COG1609	HTH-type transcriptional repressor CytR
DNNBHHGK_00302	CDS	1056	axeA_1	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DNNBHHGK_00303	CDS	2085		3.2.1.23		Beta-galactosidase
DNNBHHGK_00304	CDS	795				hypothetical protein
DNNBHHGK_00305	CDS	951	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
DNNBHHGK_00306	CDS	933	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
DNNBHHGK_00307	CDS	921	lacF_1			Lactose transport system permease protein LacF
DNNBHHGK_00308	CDS	1434				hypothetical protein
DNNBHHGK_00309	CDS	897	dcsG	6.3.3.5		Cycloserine biosynthesis protein DcsG
DNNBHHGK_00310	CDS	1725	putP_1		COG0591	High-affinity proline transporter PutP
DNNBHHGK_00311	CDS	129				hypothetical protein
DNNBHHGK_00312	CDS	1041	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
DNNBHHGK_00313	CDS	936	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
DNNBHHGK_00314	CDS	1260	bcr_1			Bicyclomycin resistance protein
DNNBHHGK_00315	CDS	450				hypothetical protein
DNNBHHGK_00316	CDS	1008	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
DNNBHHGK_00317	CDS	690				Bifunctional NMN adenylyltransferase/Nudix hydrolase
DNNBHHGK_00318	CDS	1233	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
DNNBHHGK_00319	CDS	1005	axeA_2	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DNNBHHGK_00320	CDS	1308				hypothetical protein
DNNBHHGK_00321	CDS	975	lacF_2			Lactose transport system permease protein LacF
DNNBHHGK_00322	CDS	963	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
DNNBHHGK_00323	CDS	909	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
DNNBHHGK_00324	CDS	2229				hypothetical protein
DNNBHHGK_00325	CDS	951	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
DNNBHHGK_00326	CDS	186				hypothetical protein
DNNBHHGK_00327	CDS	714				hypothetical protein
DNNBHHGK_00328	CDS	3417		3.6.3.-		Putative multidrug export ATP-binding/permease protein
DNNBHHGK_00329	CDS	1194	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
DNNBHHGK_00330	CDS	1365	epsF	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
DNNBHHGK_00331	CDS	1203	pimB_2	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
DNNBHHGK_00332	CDS	1962		3.6.3.-		Putative multidrug export ATP-binding/permease protein
DNNBHHGK_00333	CDS	2634				hypothetical protein
DNNBHHGK_00334	CDS	1443	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
DNNBHHGK_00335	CDS	3237	smc_1			Chromosome partition protein Smc
DNNBHHGK_00336	CDS	939	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
DNNBHHGK_00337	CDS	357				hypothetical protein
DNNBHHGK_00338	CDS	768				hypothetical protein
DNNBHHGK_00339	CDS	786				hypothetical protein
DNNBHHGK_00340	CDS	537	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
DNNBHHGK_00341	CDS	2355	ydfJ_1		COG2409	Membrane protein YdfJ
DNNBHHGK_00342	CDS	1182				hypothetical protein
DNNBHHGK_00343	CDS	918	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
