locus_tag	ftype	length_bp	gene	EC_number	COG	product
DPNJBGPE_00120	CDS	1341	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DPNJBGPE_00121	CDS	1317	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
DPNJBGPE_00122	CDS	639				putative HTH-type transcriptional regulator
DPNJBGPE_00123	CDS	2148	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
DPNJBGPE_00124	CDS	2331	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
DPNJBGPE_00125	CDS	921	rbsK	2.7.1.15	COG0524	Ribokinase
DPNJBGPE_00126	CDS	2457		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
DPNJBGPE_00127	CDS	2100	xynA1_1	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
DPNJBGPE_00128	CDS	507	rplQ		COG0203	50S ribosomal protein L17
DPNJBGPE_00129	CDS	996	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DPNJBGPE_00130	CDS	405	rpsK		COG0100	30S ribosomal protein S11
DPNJBGPE_00131	CDS	375	rpsM		COG0099	30S ribosomal protein S13
DPNJBGPE_00132	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
DPNJBGPE_00133	CDS	222	infA		COG0361	Translation initiation factor IF-1
DPNJBGPE_00134	CDS	840	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
DPNJBGPE_00135	CDS	633	adk	2.7.4.3	COG0563	Adenylate kinase
DPNJBGPE_00136	CDS	1305	secY		COG0201	Protein translocase subunit SecY
DPNJBGPE_00137	CDS	459	rplO		COG0200	50S ribosomal protein L15
DPNJBGPE_00138	CDS	180	rpmD		COG1841	50S ribosomal protein L30
DPNJBGPE_00139	CDS	690	rpsE		COG0098	30S ribosomal protein S5
DPNJBGPE_00140	CDS	387	rplR		COG0256	50S ribosomal protein L18
DPNJBGPE_00141	CDS	543	rplF		COG0097	50S ribosomal protein L6
DPNJBGPE_00142	CDS	399	rpsH		COG0096	30S ribosomal protein S8
DPNJBGPE_00143	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
DPNJBGPE_00144	CDS	573	rplE		COG0094	50S ribosomal protein L5
DPNJBGPE_00145	CDS	387	rplX		COG0198	50S ribosomal protein L24
DPNJBGPE_00146	CDS	369	rplN		COG0093	50S ribosomal protein L14
DPNJBGPE_00147	CDS	456				hypothetical protein
DPNJBGPE_00148	CDS	327	rpsQ			30S ribosomal protein S17
DPNJBGPE_00149	CDS	234	rpmC		COG0255	50S ribosomal protein L29
DPNJBGPE_00150	CDS	420	rplP		COG0197	50S ribosomal protein L16
DPNJBGPE_00151	CDS	840	rpsC		COG0092	30S ribosomal protein S3
DPNJBGPE_00152	CDS	354	rplV		COG0091	50S ribosomal protein L22
DPNJBGPE_00153	CDS	282	rpsS		COG0185	30S ribosomal protein S19
DPNJBGPE_00154	CDS	837	rplB		COG0090	50S ribosomal protein L2
DPNJBGPE_00155	CDS	303	rplW		COG0089	50S ribosomal protein L23
DPNJBGPE_00156	CDS	942	rplD		COG0088	50S ribosomal protein L4
DPNJBGPE_00157	CDS	681	rplC		COG0087	50S ribosomal protein L3
DPNJBGPE_00158	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
DPNJBGPE_00159	CDS	909	sugB_1		COG0395	Trehalose transport system permease protein SugB
DPNJBGPE_00160	CDS	969	lacF_1			Lactose transport system permease protein LacF
DPNJBGPE_00161	CDS	1455				hypothetical protein
DPNJBGPE_00162	tRNA	92				tRNA-Leu(cag)
DPNJBGPE_00163	CDS	1188	tuf		COG0050	Elongation factor Tu
DPNJBGPE_00164	CDS	2148	fusA		COG0480	Elongation factor G
DPNJBGPE_00165	CDS	471	rpsG		COG0049	30S ribosomal protein S7
DPNJBGPE_00166	CDS	375	rpsL		COG0048	30S ribosomal protein S12
DPNJBGPE_00167	CDS	1266	rpfB	3.-.-.-		Resuscitation-promoting factor RpfB
DPNJBGPE_00168	CDS	132				hypothetical protein
DPNJBGPE_00169	CDS	3885	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DPNJBGPE_00170	CDS	3489	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
DPNJBGPE_00171	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
DPNJBGPE_00172	CDS	516	rplJ		COG0244	50S ribosomal protein L10
DPNJBGPE_00173	CDS	720	rplA		COG0081	50S ribosomal protein L1
DPNJBGPE_00174	CDS	432	rplK		COG0080	50S ribosomal protein L11
DPNJBGPE_00175	CDS	948	nusG		COG0250	Transcription termination/antitermination protein NusG
DPNJBGPE_00176	CDS	303	secE			Protein translocase subunit SecE
DPNJBGPE_00177	tRNA	75				tRNA-Trp(cca)
DPNJBGPE_00178	CDS	1311		2.6.1.1		Aspartate aminotransferase
DPNJBGPE_00179	CDS	1059		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
DPNJBGPE_00180	CDS	1269	galK_1	2.7.1.6	COG0153	Galactokinase
DPNJBGPE_00181	CDS	1089	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
DPNJBGPE_00182	CDS	1479				hypothetical protein
DPNJBGPE_00183	CDS	237				hypothetical protein
DPNJBGPE_00184	CDS	1515	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
DPNJBGPE_00185	CDS	906	ppk2B	2.7.4.1	COG2326	Polyphosphate kinase PPK2B
DPNJBGPE_00186	CDS	1656	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DPNJBGPE_00187	CDS	582	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
DPNJBGPE_00188	CDS	426				hypothetical protein
DPNJBGPE_00189	CDS	1410				hypothetical protein
DPNJBGPE_00190	CDS	1350	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
DPNJBGPE_00191	CDS	1560	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
DPNJBGPE_00192	CDS	1911	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
DPNJBGPE_00193	CDS	978	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
DPNJBGPE_00194	CDS	564				hypothetical protein
DPNJBGPE_00195	CDS	1011	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
DPNJBGPE_00196	CDS	1401	menE	6.2.1.26	COG0318	putative 2-succinylbenzoate--CoA ligase
DPNJBGPE_00197	CDS	897	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
DPNJBGPE_00198	CDS	438				hypothetical protein
DPNJBGPE_00199	CDS	333	yxlE			Negative regulatory protein YxlE
DPNJBGPE_00200	CDS	1167	ccsA			Cytochrome c biogenesis protein CcsA
DPNJBGPE_00201	CDS	1791	ccsB			Cytochrome c biogenesis protein CcsB
DPNJBGPE_00202	CDS	816				hypothetical protein
DPNJBGPE_00203	CDS	645	resA			Thiol-disulfide oxidoreductase ResA
DPNJBGPE_00204	CDS	648			COG0406	putative protein
DPNJBGPE_00205	CDS	672				hypothetical protein
DPNJBGPE_00206	CDS	531				hypothetical protein
DPNJBGPE_00207	CDS	306				hypothetical protein
DPNJBGPE_00208	CDS	99				hypothetical protein
DPNJBGPE_00209	CDS	1713	mnmE	3.6.-.-		tRNA modification GTPase MnmE
DPNJBGPE_00210	CDS	1755				hypothetical protein
DPNJBGPE_00211	CDS	1293	acuC			Acetoin utilization protein AcuC
DPNJBGPE_00212	CDS	1404	ktrB		COG0168	Ktr system potassium uptake protein B
DPNJBGPE_00213	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
DPNJBGPE_00214	CDS	891	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
DPNJBGPE_00215	CDS	1026				hypothetical protein
DPNJBGPE_00216	CDS	261				hypothetical protein
DPNJBGPE_00217	CDS	5055				hypothetical protein
DPNJBGPE_00218	CDS	717	srlR		COG1349	Glucitol operon repressor
DPNJBGPE_00219	CDS	216				hypothetical protein
DPNJBGPE_00220	CDS	600	pcoC		COG2372	Copper resistance protein C
DPNJBGPE_00221	CDS	1437		3.5.-.-	COG0388	Hydrolase
DPNJBGPE_00222	tRNA	74				tRNA-Arg(cct)
DPNJBGPE_00223	CDS	1230				hypothetical protein
DPNJBGPE_00224	CDS	2091	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
DPNJBGPE_00225	CDS	1404	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
DPNJBGPE_00226	CDS	270				hypothetical protein
DPNJBGPE_00227	CDS	948	thiD_1	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DPNJBGPE_00228	CDS	798	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
DPNJBGPE_00229	CDS	873	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
DPNJBGPE_00230	CDS	1041				hypothetical protein
DPNJBGPE_00231	CDS	1260	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
DPNJBGPE_00232	CDS	753	clcD	3.1.1.45		Carboxymethylenebutenolidase
DPNJBGPE_00233	CDS	1287	gbuA	3.6.3.32		Glycine betaine/carnitine transport ATP-binding protein GbuA
DPNJBGPE_00234	CDS	897	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
DPNJBGPE_00235	CDS	933	gbuC			Glycine betaine/carnitine transport binding protein GbuC
DPNJBGPE_00236	CDS	1095	rifL	1.1.1.-		Putative UDP-kanosamine synthase oxidoreductase subunit
DPNJBGPE_00237	CDS	1200	nagC_1		COG1940	N-acetylglucosamine repressor
DPNJBGPE_00238	CDS	1275	msmE_1		COG1653	Multiple sugar-binding protein
DPNJBGPE_00239	CDS	939	malF_1		COG1175	Maltose transport system permease protein MalF
DPNJBGPE_00240	CDS	918	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
DPNJBGPE_00241	CDS	1704	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
DPNJBGPE_00242	CDS	1530				hypothetical protein
DPNJBGPE_00243	CDS	663	menG_1	2.1.1.163		Demethylmenaquinone methyltransferase
DPNJBGPE_00244	CDS	1701	xylB_1	2.7.1.17	COG1070	Xylulose kinase
DPNJBGPE_00245	CDS	462				hypothetical protein
DPNJBGPE_00246	CDS	423				hypothetical protein
DPNJBGPE_00247	CDS	138				hypothetical protein
DPNJBGPE_00248	CDS	1455				hypothetical protein
DPNJBGPE_00249	CDS	918				hypothetical protein
DPNJBGPE_00250	CDS	516		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
DPNJBGPE_00251	CDS	1326	rarA		COG2256	Replication-associated recombination protein A
DPNJBGPE_00252	CDS	366	yjbR		COG2315	putative protein YjbR
DPNJBGPE_00253	CDS	624	rcdA_1		COG3226	HTH-type transcriptional regulator RcdA
DPNJBGPE_00254	CDS	222				hypothetical protein
DPNJBGPE_00255	CDS	1065				hypothetical protein
DPNJBGPE_00256	CDS	1221				hypothetical protein
DPNJBGPE_00257	CDS	879				hypothetical protein
DPNJBGPE_00258	CDS	1140	tagE	2.4.1.52	COG0438	Poly(glycerol-phosphate) alpha-glucosyltransferase
DPNJBGPE_00259	CDS	309			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
DPNJBGPE_00260	CDS	177				hypothetical protein
DPNJBGPE_00261	CDS	1008	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
DPNJBGPE_00262	CDS	1263				hypothetical protein
DPNJBGPE_00263	CDS	975				hypothetical protein
DPNJBGPE_00264	CDS	1329				hypothetical protein
DPNJBGPE_00265	CDS	2505				hypothetical protein
DPNJBGPE_00266	CDS	1518				hypothetical protein
DPNJBGPE_00267	CDS	882	phpP	3.1.3.16	COG0631	Protein phosphatase PhpP
DPNJBGPE_00268	CDS	1977				hypothetical protein
DPNJBGPE_00269	CDS	1674	pknK	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
DPNJBGPE_00270	CDS	723				hypothetical protein
DPNJBGPE_00271	CDS	4464	essC		COG1674	ESAT-6 secretion machinery protein EssC
DPNJBGPE_00272	CDS	228				hypothetical protein
DPNJBGPE_00273	CDS	483				hypothetical protein
DPNJBGPE_00274	CDS	261				hypothetical protein
DPNJBGPE_00275	CDS	270				hypothetical protein
DPNJBGPE_00276	CDS	489				hypothetical protein
DPNJBGPE_00277	tRNA	84				tRNA-Tyr(gta)
DPNJBGPE_00278	tRNA	74				tRNA-Thr(ggt)
DPNJBGPE_00279	tRNA	77				tRNA-Met(cat)
DPNJBGPE_00280	CDS	171	rpmG2_1		COG0267	50S ribosomal protein L33 2
DPNJBGPE_00281	CDS	450				hypothetical protein
DPNJBGPE_00282	CDS	468				hypothetical protein
DPNJBGPE_00283	CDS	1128	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
DPNJBGPE_00284	CDS	1269	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
DPNJBGPE_00285	CDS	900	folD		COG0190	Bifunctional protein FolD protein
DPNJBGPE_00286	CDS	822	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
DPNJBGPE_00287	CDS	762	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
DPNJBGPE_00288	CDS	1776	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
DPNJBGPE_00289	CDS	459				hypothetical protein
DPNJBGPE_00290	CDS	378	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
DPNJBGPE_00291	CDS	1344	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
DPNJBGPE_00292	CDS	1242	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
DPNJBGPE_00293	CDS	1113	tmpC		COG1744	Membrane lipoprotein TmpC
DPNJBGPE_00294	CDS	1572	xylG_1	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
DPNJBGPE_00295	CDS	1602				hypothetical protein
DPNJBGPE_00296	CDS	1338				hypothetical protein
DPNJBGPE_00297	CDS	480	cdd	3.5.4.5	COG0295	Cytidine deaminase
DPNJBGPE_00298	CDS	1329	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
DPNJBGPE_00299	CDS	1062	udk	2.7.1.48		Uridine kinase
DPNJBGPE_00300	CDS	666	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
DPNJBGPE_00301	CDS	1755		5.4.2.8	COG1109	putative phosphomannomutase
DPNJBGPE_00302	CDS	912	punA	2.4.2.1		Purine nucleoside phosphorylase
DPNJBGPE_00303	CDS	1404	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
DPNJBGPE_00304	CDS	1779	accC	6.3.4.14	COG0439	Biotin carboxylase
DPNJBGPE_00305	CDS	789			COG0424	Maf-like protein
DPNJBGPE_00306	CDS	1755				hypothetical protein
DPNJBGPE_00307	CDS	246				hypothetical protein
DPNJBGPE_00308	CDS	1590	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
DPNJBGPE_00309	CDS	1014	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
DPNJBGPE_00310	CDS	1167		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
DPNJBGPE_00311	CDS	696	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
DPNJBGPE_00312	CDS	1368	arlS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase ArlS
DPNJBGPE_00313	CDS	1290	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
DPNJBGPE_00314	CDS	519	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
DPNJBGPE_00315	CDS	1158	ycfT		COG4763	Inner membrane protein YcfT
DPNJBGPE_00316	CDS	687	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
DPNJBGPE_00317	CDS	1110	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
DPNJBGPE_00318	CDS	1014	iolX_1	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
DPNJBGPE_00319	CDS	1398				hypothetical protein
DPNJBGPE_00320	CDS	2007				hypothetical protein
DPNJBGPE_00321	CDS	1845	pglK	3.6.3.39	COG1132	Protein glycosylation K
DPNJBGPE_00322	CDS	1128				hypothetical protein
DPNJBGPE_00323	CDS	1101				hypothetical protein
DPNJBGPE_00324	CDS	1113	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
DPNJBGPE_00325	CDS	1362	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
DPNJBGPE_00326	CDS	1065	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
DPNJBGPE_00327	CDS	1206				hypothetical protein
DPNJBGPE_00328	CDS	1941				hypothetical protein
DPNJBGPE_00329	CDS	429				hypothetical protein
DPNJBGPE_00330	CDS	1326	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
DPNJBGPE_00331	CDS	720	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
