locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCMEOHNO_00037	CDS	672	opuCB_1		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
MCMEOHNO_00038	CDS	951	yehZ		COG1732	Glycine betaine-binding protein YehZ
MCMEOHNO_00039	CDS	516				putative protein
MCMEOHNO_00040	CDS	504				hypothetical protein
MCMEOHNO_00041	CDS	873	fdhD		COG1526	Sulfur carrier protein FdhD
MCMEOHNO_00042	CDS	399				hypothetical protein
MCMEOHNO_00043	CDS	960	deoR_1		COG2390	Deoxyribonucleoside regulator
MCMEOHNO_00044	CDS	1845	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
MCMEOHNO_00045	CDS	732	glpF		COG0580	putative glycerol uptake facilitator protein
MCMEOHNO_00046	CDS	1545	glpK	2.7.1.30	COG0554	Glycerol kinase
MCMEOHNO_00047	CDS	1566	opuE		COG0591	Osmoregulated proline transporter OpuE
MCMEOHNO_00048	CDS	852		3.1.1.99		6-deoxy-6-sulfogluconolactonase
MCMEOHNO_00049	CDS	1491	xylB_1	2.7.1.17	COG1070	Xylulose kinase
MCMEOHNO_00050	CDS	948	sorC_1		COG2390	Sorbitol operon regulator
MCMEOHNO_00051	CDS	1101	eltD	1.1.1.-	COG1063	Erythritol/L-threitol dehydrogenase
MCMEOHNO_00052	CDS	678				hypothetical protein
MCMEOHNO_00053	CDS	1542	xylG_1	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
MCMEOHNO_00054	CDS	1203	rbsC_1		COG1172	Ribose import permease protein RbsC
MCMEOHNO_00055	CDS	1014	rbsB		COG1879	Ribose import binding protein RbsB
MCMEOHNO_00056	CDS	1380	csbX		COG0477	Alpha-ketoglutarate permease
MCMEOHNO_00057	CDS	1713	lerK_1	2.7.1.209	COG2376	L-erythrulose 1-kinase
MCMEOHNO_00058	CDS	471	derI2_1	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase 2
MCMEOHNO_00059	CDS	1479	naiP			Putative niacin/nicotinamide transporter NaiP
MCMEOHNO_00060	CDS	492	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
MCMEOHNO_00061	CDS	1860	ybgJ		COG2049	putative protein YbgJ
MCMEOHNO_00062	CDS	771				hypothetical protein
MCMEOHNO_00063	CDS	927				hypothetical protein
MCMEOHNO_00064	CDS	783	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
MCMEOHNO_00065	CDS	1197	thiO	1.4.3.19	COG0665	Glycine oxidase
MCMEOHNO_00066	CDS	249				hypothetical protein
MCMEOHNO_00067	CDS	915	thiG	2.8.1.10	COG2022	Thiazole synthase
MCMEOHNO_00068	CDS	1200	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
MCMEOHNO_00069	CDS	771	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MCMEOHNO_00070	CDS	1998				hypothetical protein
MCMEOHNO_00071	CDS	759	yvoA_1		COG2188	HTH-type transcriptional repressor YvoA
MCMEOHNO_00072	CDS	1044	iolG_1	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MCMEOHNO_00073	CDS	1005	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
MCMEOHNO_00074	CDS	969				hypothetical protein
MCMEOHNO_00075	CDS	1035	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
MCMEOHNO_00076	CDS	390				hypothetical protein
MCMEOHNO_00077	CDS	1005	iolE_1	4.2.1.44		Inosose dehydratase
MCMEOHNO_00078	CDS	1197	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MCMEOHNO_00079	CDS	1611	iolT			Major myo-inositol transporter IolT
MCMEOHNO_00080	CDS	1911	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
MCMEOHNO_00081	CDS	1497	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
MCMEOHNO_00082	CDS	978	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
MCMEOHNO_00083	CDS	870				hypothetical protein
MCMEOHNO_00084	CDS	1161	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MCMEOHNO_00085	CDS	3090	mngB_1	3.2.1.170	COG0383	Mannosylglycerate hydrolase
MCMEOHNO_00086	CDS	1362				hypothetical protein
MCMEOHNO_00087	CDS	1305	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MCMEOHNO_00088	CDS	948	lacF_1			Lactose transport system permease protein LacF
MCMEOHNO_00089	CDS	894	lacG_1			Lactose transport system permease protein LacG
MCMEOHNO_00090	CDS	1767			COG1123	putative ABC transporter ATP-binding protein
MCMEOHNO_00091	CDS	1725	hbpA_1		COG0747	Heme-binding protein A
MCMEOHNO_00092	CDS	1050	dppB_1		COG0601	Dipeptide transport system permease protein DppB
MCMEOHNO_00093	CDS	936	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
MCMEOHNO_00094	CDS	906	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
MCMEOHNO_00095	CDS	1428				hypothetical protein
MCMEOHNO_00096	CDS	1401	ygbN_1		COG2610	Inner membrane permease YgbN
MCMEOHNO_00097	CDS	972	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
MCMEOHNO_00098	CDS	852		4.3.2.3		Ureidoglycolate lyase
MCMEOHNO_00099	CDS	1185	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
MCMEOHNO_00100	CDS	1047		1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
MCMEOHNO_00101	CDS	1371	rhmT			Inner membrane transport protein RhmT
MCMEOHNO_00102	CDS	789	xecE	1.1.1.269		2-(S)-hydroxypropyl-CoM dehydrogenase
MCMEOHNO_00103	CDS	1557				hypothetical protein
MCMEOHNO_00104	CDS	651				hypothetical protein
MCMEOHNO_00105	CDS	1068				hypothetical protein
MCMEOHNO_00106	CDS	1041	gltC_1			HTH-type transcriptional regulator GltC
MCMEOHNO_00107	CDS	1155	kdgT			2-keto-3-deoxygluconate permease
MCMEOHNO_00108	CDS	1248	sauU_1			putative sulfoacetate transporter SauU
MCMEOHNO_00109	CDS	1059	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
MCMEOHNO_00110	CDS	606	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
MCMEOHNO_00111	CDS	1284	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
MCMEOHNO_00112	CDS	795	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
MCMEOHNO_00113	CDS	1005		1.1.1.81	COG0111	Hydroxypyruvate reductase
MCMEOHNO_00114	CDS	1329	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
MCMEOHNO_00115	CDS	792	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MCMEOHNO_00116	CDS	921				hypothetical protein
MCMEOHNO_00117	CDS	780	lutR_1		COG2186	HTH-type transcriptional regulator LutR
MCMEOHNO_00118	CDS	825				hypothetical protein
MCMEOHNO_00119	CDS	903	ilvC_1	1.1.1.86		Ketol-acid reductoisomerase
MCMEOHNO_00120	CDS	1398	ygbN_2		COG2610	Inner membrane permease YgbN
MCMEOHNO_00121	CDS	1716	lerK_2	2.7.1.209	COG2376	L-erythrulose 1-kinase
MCMEOHNO_00122	CDS	471	derI2_2	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase 2
MCMEOHNO_00123	CDS	771	lerI	5.3.1.33	COG0149	L-erythrulose-1-phosphate isomerase
MCMEOHNO_00124	CDS	834				hypothetical protein
MCMEOHNO_00125	CDS	696	lutR_2		COG2186	HTH-type transcriptional regulator LutR
MCMEOHNO_00126	CDS	1002	gfo_1	1.1.99.28		Glucose--fructose oxidoreductase
MCMEOHNO_00127	CDS	996	iolG_4	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MCMEOHNO_00128	CDS	1518	abfA_1	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
MCMEOHNO_00129	CDS	1188				hypothetical protein
MCMEOHNO_00130	CDS	579	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
MCMEOHNO_00131	CDS	1371	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
MCMEOHNO_00132	CDS	933	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
MCMEOHNO_00133	CDS	603	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
MCMEOHNO_00134	CDS	1695	aceB	2.3.3.9		Malate synthase
MCMEOHNO_00135	CDS	1317	icl1	4.1.3.1		Isocitrate lyase 1
MCMEOHNO_00136	CDS	1485	ramB		COG1396	HTH-type transcriptional regulator RamB
MCMEOHNO_00137	CDS	1152	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
MCMEOHNO_00138	CDS	957	sigJ_1			ECF RNA polymerase sigma factor SigJ
MCMEOHNO_00139	CDS	252	sodA_1	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MCMEOHNO_00140	CDS	747	thyA2	2.1.1.45	COG0207	Thymidylate synthase 2
MCMEOHNO_00141	CDS	627	ind7	2.1.1.328		N-demethylindolmycin N-methyltransferase
MCMEOHNO_00142	CDS	384	nudC_1	3.6.1.22		NADH pyrophosphatase
MCMEOHNO_00143	CDS	222	tcmH	1.13.12.21		Tetracenomycin-F1 monooxygenase
MCMEOHNO_00144	CDS	549	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MCMEOHNO_00145	CDS	216	mbtH		COG3251	Protein MbtH
MCMEOHNO_00146	CDS	10449	srfAA		COG0318	Surfactin synthase subunit 1
MCMEOHNO_00147	CDS	210				hypothetical protein
MCMEOHNO_00148	CDS	1323	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
MCMEOHNO_00149	CDS	3375				hypothetical protein
MCMEOHNO_00150	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MCMEOHNO_00151	CDS	957	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
MCMEOHNO_00152	CDS	294				hypothetical protein
MCMEOHNO_00153	CDS	1878	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MCMEOHNO_00154	CDS	606	acpS	2.7.8.7		Holo-[acyl-carrier-protein] synthase
MCMEOHNO_00155	CDS	1488	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MCMEOHNO_00156	CDS	1173	alr	5.1.1.1	COG0787	Alanine racemase
MCMEOHNO_00157	CDS	567	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MCMEOHNO_00158	CDS	693	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MCMEOHNO_00159	CDS	552	rimI_1	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
MCMEOHNO_00160	CDS	1713				hypothetical protein
MCMEOHNO_00161	CDS	897	drrA_2	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
MCMEOHNO_00162	CDS	1569			COG0628	Putative transport protein
MCMEOHNO_00163	CDS	489	greA		COG0782	Transcription elongation factor GreA
MCMEOHNO_00164	CDS	393				hypothetical protein
MCMEOHNO_00165	CDS	912	mca_1	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
MCMEOHNO_00166	CDS	534				hypothetical protein
MCMEOHNO_00167	CDS	999				hypothetical protein
MCMEOHNO_00168	CDS	759		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
MCMEOHNO_00169	CDS	1476			COG1702	PhoH-like protein
MCMEOHNO_00170	CDS	489				hypothetical protein
MCMEOHNO_00171	CDS	1413	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MCMEOHNO_00172	CDS	906	scrK_1	2.7.1.4	COG0524	Fructokinase
MCMEOHNO_00173	CDS	525				hypothetical protein
MCMEOHNO_00174	CDS	330	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MCMEOHNO_00175	CDS	1302	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MCMEOHNO_00176	CDS	297				hypothetical protein
MCMEOHNO_00177	CDS	1032		1.1.1.9		D-xylulose reductase
MCMEOHNO_00178	CDS	579				hypothetical protein
MCMEOHNO_00179	CDS	759				hypothetical protein
MCMEOHNO_00180	CDS	1572				hypothetical protein
MCMEOHNO_00181	CDS	825	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MCMEOHNO_00182	CDS	795	ylmA_1	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
MCMEOHNO_00183	CDS	1509	rnr	3.1.13.1	COG0557	Ribonuclease R
MCMEOHNO_00184	CDS	774				hypothetical protein
MCMEOHNO_00185	CDS	1194	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
MCMEOHNO_00186	CDS	1242	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
MCMEOHNO_00187	CDS	672		3.1.3.3	COG0560	Phosphoserine phosphatase
MCMEOHNO_00188	CDS	489		3.1.3.-	COG2062	putative protein
MCMEOHNO_00189	CDS	726	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
MCMEOHNO_00190	CDS	1242				hypothetical protein
MCMEOHNO_00191	CDS	522				hypothetical protein
MCMEOHNO_00192	CDS	885			COG3346	putative SURF1-like protein
MCMEOHNO_00193	CDS	837	ugpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
MCMEOHNO_00194	CDS	351	rbpA			RNA polymerase-binding protein RbpA
MCMEOHNO_00195	CDS	567				hypothetical protein
MCMEOHNO_00196	CDS	762	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
MCMEOHNO_00197	CDS	1689	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
MCMEOHNO_00198	CDS	783	hutI_1	3.5.2.7		Imidazolonepropionase
MCMEOHNO_00199	CDS	2913	helY_1	3.6.4.-	COG4581	putative helicase HelY
MCMEOHNO_00200	CDS	942	dagK_1	2.7.1.107		Diacylglycerol kinase
MCMEOHNO_00201	CDS	873	tatC		COG0805	Sec-independent protein translocase protein TatC
MCMEOHNO_00202	CDS	318	tatA			Sec-independent protein translocase protein TatA
MCMEOHNO_00203	CDS	1989	pafB_1		COG2378	Protein PafB
MCMEOHNO_00204	CDS	1110				hypothetical protein
MCMEOHNO_00205	CDS	426				putative protein
MCMEOHNO_00206	CDS	858	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MCMEOHNO_00207	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
MCMEOHNO_00208	CDS	723				hypothetical protein
MCMEOHNO_00209	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MCMEOHNO_00210	CDS	1590		2.1.1.-	COG0144	Putative methyltransferase
MCMEOHNO_00211	CDS	972	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MCMEOHNO_00212	CDS	1200	ynfM			Inner membrane transport protein YnfM
MCMEOHNO_00213	CDS	1617	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
MCMEOHNO_00214	CDS	2265	priA_1	3.6.4.-	COG1198	putative primosomal protein N'
MCMEOHNO_00215	CDS	381	fkbP_1	5.2.1.8		FK506-binding protein
MCMEOHNO_00216	CDS	954	fkbP_2	5.2.1.8		FK506-binding protein
MCMEOHNO_00217	CDS	1386	pafA	6.3.1.19		Pup--protein ligase
MCMEOHNO_00218	CDS	189	pup			Prokaryotic ubiquitin-like protein Pup
MCMEOHNO_00219	CDS	1704	dop	3.4.-.-		Pup deamidase/depupylase
MCMEOHNO_00220	CDS	1581	mpa		COG0464	Proteasome-associated ATPase
MCMEOHNO_00221	CDS	1071	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
MCMEOHNO_00222	CDS	1119	rip3			Putative zinc metalloprotease Rip3
MCMEOHNO_00223	CDS	810				hypothetical protein
MCMEOHNO_00224	CDS	1278	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
MCMEOHNO_00225	CDS	873	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MCMEOHNO_00226	CDS	327				hypothetical protein
MCMEOHNO_00227	CDS	297				hypothetical protein
MCMEOHNO_00228	CDS	585				hypothetical protein
MCMEOHNO_00229	CDS	861	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
MCMEOHNO_00230	CDS	468	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MCMEOHNO_00231	tRNA	87				tRNA-Leu(gag)
MCMEOHNO_00232	CDS	408				hypothetical protein
MCMEOHNO_00233	CDS	873	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MCMEOHNO_00234	CDS	1167	mltG	4.2.2.-		Endolytic murein transglycosylase
MCMEOHNO_00235	CDS	561		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MCMEOHNO_00236	CDS	2709	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MCMEOHNO_00237	CDS	627	rpsD			30S ribosomal protein S4
MCMEOHNO_00238	CDS	1374			COG2256	putative AAA domain-containing protein
MCMEOHNO_00239	CDS	1128	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
MCMEOHNO_00240	CDS	522				hypothetical protein
MCMEOHNO_00241	CDS	363				hypothetical protein
MCMEOHNO_00242	CDS	1473	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
MCMEOHNO_00243	CDS	1404	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
MCMEOHNO_00244	CDS	1857	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MCMEOHNO_00245	CDS	1764				hypothetical protein
MCMEOHNO_00246	CDS	699	lipB	2.3.1.181	COG0321	Octanoyltransferase
MCMEOHNO_00247	CDS	1023	lipA	2.8.1.8	COG0320	Lipoyl synthase
MCMEOHNO_00248	CDS	741				putative protein
MCMEOHNO_00249	CDS	435				hypothetical protein
MCMEOHNO_00250	CDS	1431	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
MCMEOHNO_00251	CDS	1656				hypothetical protein
MCMEOHNO_00252	CDS	942	natA_1		COG4555	ABC transporter ATP-binding protein NatA
MCMEOHNO_00253	CDS	633				hypothetical protein
MCMEOHNO_00254	CDS	1245	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
MCMEOHNO_00255	CDS	624	liaR_1		COG2197	Transcriptional regulatory protein LiaR
MCMEOHNO_00256	CDS	918				hypothetical protein
MCMEOHNO_00257	CDS	3111	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MCMEOHNO_00258	CDS	1338	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
MCMEOHNO_00259	CDS	609				hypothetical protein
MCMEOHNO_00260	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
MCMEOHNO_00261	CDS	195				hypothetical protein
MCMEOHNO_00262	CDS	843	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 2
MCMEOHNO_00263	CDS	876	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
MCMEOHNO_00264	CDS	780				hypothetical protein
MCMEOHNO_00265	CDS	870			COG0327	GTP cyclohydrolase 1 type 2 
MCMEOHNO_00266	CDS	462	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
MCMEOHNO_00267	CDS	1278	csd	2.8.1.7	COG0520	putative cysteine desulfurase
MCMEOHNO_00268	CDS	345				hypothetical protein
MCMEOHNO_00269	tRNA	76				tRNA-Val(tac)
MCMEOHNO_00270	CDS	420				putative protein
MCMEOHNO_00271	CDS	2745	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
MCMEOHNO_00272	CDS	951	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MCMEOHNO_00273	CDS	1002	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
MCMEOHNO_00274	CDS	249	acpP			Acyl carrier protein
MCMEOHNO_00275	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MCMEOHNO_00276	CDS	492				hypothetical protein
MCMEOHNO_00277	CDS	489	def_1	3.5.1.88	COG0242	Peptide deformylase
MCMEOHNO_00278	CDS	531			COG1765	putative protein
MCMEOHNO_00279	tRNA	76				tRNA-Asn(gtt)
MCMEOHNO_00280	CDS	1092	ccpA_1		COG1609	Catabolite control protein A
MCMEOHNO_00281	CDS	1272				hypothetical protein
MCMEOHNO_00282	tRNA	76				tRNA-Met(cat)
MCMEOHNO_00283	CDS	1299	xerC_1		COG0582	Tyrosine recombinase XerC
MCMEOHNO_00284	CDS	852				hypothetical protein
MCMEOHNO_00285	CDS	225				hypothetical protein
MCMEOHNO_00286	CDS	201				hypothetical protein
MCMEOHNO_00287	CDS	1272				hypothetical protein
MCMEOHNO_00288	CDS	204				hypothetical protein
MCMEOHNO_00289	CDS	183				hypothetical protein
MCMEOHNO_00290	CDS	726				hypothetical protein
MCMEOHNO_00291	CDS	378				hypothetical protein
MCMEOHNO_00292	CDS	165				hypothetical protein
MCMEOHNO_00293	CDS	474				hypothetical protein
MCMEOHNO_00294	CDS	342				hypothetical protein
MCMEOHNO_00295	CDS	1890				hypothetical protein
MCMEOHNO_00296	CDS	705	degU_1		COG2197	Transcriptional regulatory protein DegU
MCMEOHNO_00297	CDS	1173	nreB_1	2.7.13.3		Oxygen sensor histidine kinase NreB
MCMEOHNO_00298	CDS	747	dedA		COG0586	Protein DedA
MCMEOHNO_00299	CDS	1971	dnaG	2.7.7.-	COG0358	DNA primase
MCMEOHNO_00300	CDS	1359	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
MCMEOHNO_00301	CDS	1212	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
MCMEOHNO_00302	CDS	423	clgR_1			Transcriptional regulator ClgR
MCMEOHNO_00303	CDS	603	clpP2_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
MCMEOHNO_00304	CDS	702	clpP1_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit 1
MCMEOHNO_00305	CDS	300				hypothetical protein
MCMEOHNO_00306	CDS	1392	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
MCMEOHNO_00307	CDS	1035	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
MCMEOHNO_00308	CDS	765	cysA_2	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MCMEOHNO_00309	CDS	915	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MCMEOHNO_00310	CDS	414	zur		COG0735	Zinc uptake regulation protein
MCMEOHNO_00311	CDS	576				hypothetical protein
MCMEOHNO_00312	CDS	807		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
MCMEOHNO_00313	CDS	735	recO		COG1381	DNA repair protein RecO
MCMEOHNO_00314	CDS	717				hypothetical protein
MCMEOHNO_00315	CDS	768	tam_1	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
MCMEOHNO_00316	CDS	927	oxyR			putative hydrogen peroxide-inducible genes activator
MCMEOHNO_00317	CDS	1173	rhtA		COG5006	Threonine/homoserine exporter RhtA
MCMEOHNO_00318	CDS	1815	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
MCMEOHNO_00319	CDS	1014	era		COG1159	GTPase Era
MCMEOHNO_00320	CDS	1359				hypothetical protein
MCMEOHNO_00321	CDS	462	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
MCMEOHNO_00322	CDS	1008			COG1702	PhoH-like protein
MCMEOHNO_00323	CDS	363		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
MCMEOHNO_00324	CDS	543	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
MCMEOHNO_00325	CDS	870				hypothetical protein
MCMEOHNO_00326	CDS	828				hypothetical protein
MCMEOHNO_00327	CDS	996	natA_2		COG4555	ABC transporter ATP-binding protein NatA
