locus_tag	ftype	length_bp	gene	EC_number	COG	product
FOMIDEFL_00119	CDS	1179	xylA_1	5.3.1.5		Xylose isomerase
FOMIDEFL_00120	CDS	2058	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
FOMIDEFL_00121	CDS	1626	rhaB	2.7.1.5		Rhamnulokinase
FOMIDEFL_00122	CDS	1014	rbsR_1		COG1609	Ribose operon repressor
FOMIDEFL_00123	CDS	1335	yesO_1		COG1653	Putative ABC transporter substrate-binding protein YesO
FOMIDEFL_00124	CDS	1437	nanT			Sialic acid transporter NanT
FOMIDEFL_00125	CDS	2289				hypothetical protein
FOMIDEFL_00126	CDS	1305	yesO_2		COG1653	Putative ABC transporter substrate-binding protein YesO
FOMIDEFL_00127	CDS	1821				hypothetical protein
FOMIDEFL_00128	CDS	252				hypothetical protein
FOMIDEFL_00129	CDS	1110	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
FOMIDEFL_00130	CDS	1140	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FOMIDEFL_00131	CDS	918			COG1173	Putative peptide transport permease protein
FOMIDEFL_00132	CDS	1101	dppB_2		COG0601	Dipeptide transport system permease protein DppB
FOMIDEFL_00133	CDS	2769				hypothetical protein
FOMIDEFL_00134	CDS	1200	ntdC	1.1.1.361	COG0673	Glucose-6-phosphate 3-dehydrogenase
FOMIDEFL_00135	CDS	1356	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
FOMIDEFL_00136	CDS	924	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
FOMIDEFL_00137	CDS	939	lacF_2			Lactose transport system permease protein LacF
FOMIDEFL_00138	CDS	1305	yesO_3		COG1653	Putative ABC transporter substrate-binding protein YesO
FOMIDEFL_00139	CDS	1311	yesO_4		COG1653	Putative ABC transporter substrate-binding protein YesO
FOMIDEFL_00140	CDS	1296	yesO_5		COG1653	Putative ABC transporter substrate-binding protein YesO
FOMIDEFL_00141	CDS	558				hypothetical protein
FOMIDEFL_00142	CDS	708				hypothetical protein
FOMIDEFL_00143	CDS	1377	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
FOMIDEFL_00144	CDS	1209	doeA	3.5.4.44	COG0006	Ectoine hydrolase
FOMIDEFL_00145	CDS	1260	ectB_1	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate transaminase
FOMIDEFL_00146	CDS	621				hypothetical protein
FOMIDEFL_00147	CDS	2196	ydgH		COG2409	Putative membrane protein YdgH
FOMIDEFL_00148	CDS	885	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FOMIDEFL_00149	CDS	933	yghA_1	1.-.-.-		putative oxidoreductase YghA
FOMIDEFL_00150	CDS	630	narL		COG2197	putative transcriptional regulatory protein NarL
FOMIDEFL_00151	CDS	1152	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
FOMIDEFL_00152	CDS	1194	mdoC	2.1.-.-		Glucans biosynthesis protein C
FOMIDEFL_00153	CDS	894	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
FOMIDEFL_00154	CDS	945	sugA_1		COG1175	Trehalose transport system permease protein SugA
FOMIDEFL_00155	CDS	1455				hypothetical protein
FOMIDEFL_00156	CDS	648				hypothetical protein
FOMIDEFL_00157	CDS	474	nudC_1	3.6.1.22		NADH pyrophosphatase
FOMIDEFL_00158	CDS	291				hypothetical protein
FOMIDEFL_00159	CDS	2262	der		COG1160	GTPase Der
FOMIDEFL_00160	CDS	1110	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
FOMIDEFL_00161	CDS	879		5.4.99.-	COG1187	putative RNA pseudouridine synthase
FOMIDEFL_00162	CDS	873			COG1192	putative protein
FOMIDEFL_00163	CDS	999	xerD		COG4974	Tyrosine recombinase XerD
FOMIDEFL_00164	CDS	954	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
FOMIDEFL_00165	CDS	2097	tkt_1	2.2.1.1	COG0021	Transketolase
FOMIDEFL_00166	CDS	1113	tal	2.2.1.2	COG0176	Transaldolase
FOMIDEFL_00167	CDS	1563	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
FOMIDEFL_00168	CDS	1716	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
FOMIDEFL_00169	CDS	249	secG		COG1314	putative protein-export membrane protein SecG
FOMIDEFL_00170	CDS	774	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
FOMIDEFL_00171	CDS	1203	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
FOMIDEFL_00172	CDS	1005	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
FOMIDEFL_00173	CDS	999	whiA		COG1481	Putative sporulation transcription regulator WhiA
FOMIDEFL_00174	CDS	1140			COG0391	Putative gluconeogenesis factor
FOMIDEFL_00175	CDS	897			COG1660	Nucleotide-binding protein
FOMIDEFL_00176	CDS	1941	uvrC		COG0322	UvrABC system protein C
FOMIDEFL_00177	CDS	2868	uvrA_2		COG0178	UvrABC system protein A
FOMIDEFL_00178	CDS	690	gloC_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
FOMIDEFL_00179	CDS	1743	polA_1	2.7.7.7		DNA polymerase I, thermostable
FOMIDEFL_00180	CDS	564				hypothetical protein
FOMIDEFL_00181	CDS	501				hypothetical protein
FOMIDEFL_00182	CDS	1716		3.6.3.-		Putative multidrug export ATP-binding/permease protein
FOMIDEFL_00183	CDS	2106	uvrB		COG0556	UvrABC system protein B
FOMIDEFL_00184	CDS	642	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FOMIDEFL_00185	CDS	972				hypothetical protein
FOMIDEFL_00186	CDS	804	aroD	4.2.1.10		3-dehydroquinate dehydratase
FOMIDEFL_00187	CDS	1083	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FOMIDEFL_00188	CDS	555	aroK	2.7.1.71	COG0703	Shikimate kinase
FOMIDEFL_00189	CDS	1251	aroC	4.2.3.5	COG0082	Chorismate synthase
FOMIDEFL_00190	CDS	780				hypothetical protein
FOMIDEFL_00191	CDS	831	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
FOMIDEFL_00192	CDS	1536	rpsA		COG0539	30S ribosomal protein S1
FOMIDEFL_00193	CDS	2691	polA_2	2.7.7.7	COG0258	DNA polymerase I
FOMIDEFL_00194	CDS	456	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
FOMIDEFL_00195	CDS	1365				hypothetical protein
FOMIDEFL_00196	CDS	651	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
FOMIDEFL_00197	tRNA	85				tRNA-Leu(caa)
FOMIDEFL_00198	CDS	1470	pyk	2.7.1.40	COG0469	Pyruvate kinase
FOMIDEFL_00199	CDS	1479	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
FOMIDEFL_00200	CDS	4626	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
FOMIDEFL_00201	CDS	930	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
FOMIDEFL_00202	CDS	828	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FOMIDEFL_00203	CDS	1335	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
FOMIDEFL_00204	CDS	834	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
FOMIDEFL_00205	CDS	468				hypothetical protein
FOMIDEFL_00206	CDS	249				hypothetical protein
FOMIDEFL_00207	CDS	738				hypothetical protein
FOMIDEFL_00208	CDS	1605	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
FOMIDEFL_00209	CDS	414	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
FOMIDEFL_00210	CDS	1209	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
FOMIDEFL_00211	CDS	1275	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
FOMIDEFL_00212	CDS	366	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
FOMIDEFL_00213	CDS	597	gmk	2.7.4.8	COG0194	Guanylate kinase
FOMIDEFL_00214	CDS	327				hypothetical protein
FOMIDEFL_00215	CDS	852	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FOMIDEFL_00216	CDS	3357	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FOMIDEFL_00217	CDS	1245	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FOMIDEFL_00218	CDS	492				hypothetical protein
FOMIDEFL_00219	CDS	1335	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
FOMIDEFL_00220	CDS	957	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
FOMIDEFL_00221	CDS	615	pyrR		COG2065	Bifunctional protein PyrR
FOMIDEFL_00222	CDS	519	nusB		COG0781	Transcription antitermination protein NusB
FOMIDEFL_00223	CDS	561	efp		COG0231	Elongation factor P
FOMIDEFL_00224	CDS	630				hypothetical protein
FOMIDEFL_00225	CDS	1605	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
FOMIDEFL_00226	CDS	1116	ald	1.4.1.1	COG0686	Alanine dehydrogenase
FOMIDEFL_00227	CDS	948	tagG		COG1682	Teichoic acid translocation permease protein TagG
FOMIDEFL_00228	CDS	864	tagH_1	3.6.3.40	COG1134	Teichoic acids export ATP-binding protein TagH
FOMIDEFL_00229	CDS	708	baiA1	1.1.1.395		3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
FOMIDEFL_00230	CDS	687	ispD_1	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FOMIDEFL_00231	CDS	1857	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
FOMIDEFL_00232	CDS	1260				hypothetical protein
FOMIDEFL_00233	CDS	1743	glfT2_1	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
FOMIDEFL_00234	CDS	1593	cpsY_1	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
FOMIDEFL_00235	CDS	3387	smc_1			Chromosome partition protein Smc
FOMIDEFL_00236	CDS	1953				hypothetical protein
FOMIDEFL_00237	CDS	621				hypothetical protein
FOMIDEFL_00238	CDS	1410	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
FOMIDEFL_00239	CDS	1071	iap_1	3.4.-.-	COG0791	putative endopeptidase p60
FOMIDEFL_00240	tRNA	76				tRNA-Pro(cgg)
FOMIDEFL_00241	CDS	939	ypbG_1		COG1408	putative protein YpbG
FOMIDEFL_00242	CDS	2400	pbpF		COG0744	Penicillin-binding protein 1F
FOMIDEFL_00243	CDS	303	whiB4			Transcriptional regulator WhiB4
FOMIDEFL_00244	CDS	171				hypothetical protein
FOMIDEFL_00245	CDS	582				hypothetical protein
FOMIDEFL_00246	CDS	822	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
FOMIDEFL_00247	CDS	678	crp			CRP-like cAMP-activated global transcriptional regulator
FOMIDEFL_00248	CDS	693	pdg			Ultraviolet N-glycosylase/AP lyase
FOMIDEFL_00249	CDS	702	nudL	3.6.1.-		putative Nudix hydrolase NudL
FOMIDEFL_00250	CDS	387	csp		COG1278	Cold shock-like protein
FOMIDEFL_00251	CDS	1434				putative protein
FOMIDEFL_00252	CDS	1224	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
FOMIDEFL_00253	CDS	732	tmk	2.7.4.9		Thymidylate kinase
FOMIDEFL_00254	CDS	1077	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
FOMIDEFL_00255	CDS	855	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
FOMIDEFL_00256	CDS	1173	araP_1		COG1175	L-arabinose transport system permease protein AraP
FOMIDEFL_00257	CDS	1347				hypothetical protein
FOMIDEFL_00258	CDS	2739	topA	5.99.1.2	COG0550	DNA topoisomerase 1
FOMIDEFL_00259	CDS	1164				hypothetical protein
FOMIDEFL_00260	CDS	1701	rsmC_1	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
FOMIDEFL_00261	tRNA	80				tRNA-Thr(ggt)
FOMIDEFL_00262	CDS	324				hypothetical protein
FOMIDEFL_00263	CDS	396				hypothetical protein
FOMIDEFL_00264	CDS	201				hypothetical protein
FOMIDEFL_00265	CDS	1098				hypothetical protein
FOMIDEFL_00266	CDS	1233			COG4962	Putative conjugal transfer protein
FOMIDEFL_00267	CDS	1143				putative protein
FOMIDEFL_00268	CDS	801	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
FOMIDEFL_00269	CDS	846	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FOMIDEFL_00270	CDS	600	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
FOMIDEFL_00271	CDS	924			COG2321	putative protein
FOMIDEFL_00272	CDS	792	yqjA		COG0586	Inner membrane protein YqjA
FOMIDEFL_00273	CDS	720	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
FOMIDEFL_00274	CDS	1026	fba_1	4.1.2.13		Fructose-bisphosphate aldolase
FOMIDEFL_00275	CDS	2835	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
FOMIDEFL_00276	CDS	684				hypothetical protein
FOMIDEFL_00277	CDS	303				hypothetical protein
FOMIDEFL_00278	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FOMIDEFL_00279	CDS	891	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FOMIDEFL_00280	CDS	720	ideR_1		COG1321	Iron-dependent repressor IdeR
FOMIDEFL_00281	CDS	942	iap_2	3.4.-.-	COG0791	putative endopeptidase p60
FOMIDEFL_00282	CDS	825				hypothetical protein
FOMIDEFL_00283	CDS	822		3.1.3.-		Putative phosphatase
FOMIDEFL_00284	CDS	957	rlmAII	2.1.1.188		23S rRNA (guanine(748)-N(1))-methyltransferase
FOMIDEFL_00285	CDS	2421	uvrA_3			UvrABC system protein A
FOMIDEFL_00286	CDS	723				hypothetical protein
FOMIDEFL_00287	CDS	1428	mtr	1.8.1.15	COG1249	Mycothione reductase
FOMIDEFL_00288	CDS	2403	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
FOMIDEFL_00289	CDS	1470	guaB1	1.-.-.-	COG0516	putative oxidoreductase
FOMIDEFL_00290	CDS	999	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FOMIDEFL_00291	CDS	1353	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FOMIDEFL_00292	CDS	507	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
FOMIDEFL_00293	CDS	303				hypothetical protein
FOMIDEFL_00294	CDS	702	ispD_2	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FOMIDEFL_00295	CDS	312				hypothetical protein
FOMIDEFL_00296	CDS	807	ispD_3	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FOMIDEFL_00297	CDS	483	carD_1		COG1329	RNA polymerase-binding transcription factor CarD
FOMIDEFL_00298	CDS	489				hypothetical protein
FOMIDEFL_00299	CDS	693	regX3_1		COG0745	Sensory transduction protein regX3
FOMIDEFL_00300	CDS	1359	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
FOMIDEFL_00301	CDS	675	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
FOMIDEFL_00302	CDS	366				hypothetical protein
FOMIDEFL_00303	CDS	1044	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
FOMIDEFL_00304	CDS	849	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
FOMIDEFL_00305	CDS	426	qcrA_1		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
FOMIDEFL_00306	CDS	567	def_1	3.5.1.88	COG0242	Peptide deformylase
FOMIDEFL_00307	CDS	1170				hypothetical protein
FOMIDEFL_00308	CDS	2547	treP	2.4.1.64		Alpha,alpha-trehalose phosphorylase
FOMIDEFL_00309	CDS	747			COG0637	putative protein
FOMIDEFL_00310	CDS	657				hypothetical protein
FOMIDEFL_00311	CDS	1314				hypothetical protein
FOMIDEFL_00312	CDS	549	carD_2		COG1329	RNA polymerase-binding transcription factor CarD
FOMIDEFL_00313	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FOMIDEFL_00314	CDS	1659				hypothetical protein
FOMIDEFL_00315	CDS	708	ubiG_1	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
FOMIDEFL_00316	CDS	1227	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
FOMIDEFL_00317	CDS	564	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
FOMIDEFL_00318	CDS	1635	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
FOMIDEFL_00319	CDS	786	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FOMIDEFL_00320	tRNA	72				tRNA-Gly(tcc)
FOMIDEFL_00321	tRNA	75				tRNA-Pro(tgg)
FOMIDEFL_00322	CDS	1596	tig	5.2.1.8	COG0544	Trigger factor
FOMIDEFL_00323	CDS	582				hypothetical protein
FOMIDEFL_00324	CDS	834		3.4.-.-		putative endopeptidase
FOMIDEFL_00325	CDS	642	clpP1_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit 1
FOMIDEFL_00326	CDS	684	clpP2_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
FOMIDEFL_00327	CDS	1404	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
FOMIDEFL_00328	CDS	345	tyrA		COG0287	T-protein
